职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
 人力资源总监,,,,,,,,,,,,,,,,,
人力资源总监,"18-30万
                                        

"," 
杭州
",大专及以上,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,定期体检,年度旅游,管理规范,岗位晋升,免费班车,扁平管理,优秀员工奖,发展空间大,",职责描述：全权负责公司人力资源工作。,"要求：1.3年以上同岗位或类似岗位工作经历；2.精通人力资源管理；3.具备优秀的职业道德。
                            ",综合管理中心,不限,总裁,4人,交通/物流/运输,100-499人,92%,
人力资源总监,"14-24万
                                        

"," 
深圳
",本科及以上,10年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","1、负责部门整体工作的安排，拟定部门计划及带头执行，监督执行；2、负责修订公司的组织框架，整理各部门职责、职位说明；3、负责公司部门之间工作的协调，各类人资行政雷政策的制定、修订、宣贯；4、负责公司各类劳动争议的调解和处理，考核方案的制定和执行；5、负责员工薪资、劳动保护和福利保险等申报审批，审核各类设计人资的相关批报工作；6、总经理安排的其他事务。职位要求：1、大学本科以上的学历，具有相关的人力资源管理证书；2、5年以上人力资源管理工作经验，3年以上制造型企业管理工作经验；3年以上同等职位经验；3、精通人力资源六大模块，并具备多年的实操经验，能熟练根据溜达模块建立符合企业实际运作的人力资源管理体系；4、对新《劳动合同法》、《劳动合同实施条例》及《深圳经济特区和谐劳动关系促进条例》等劳动法规的实施和应对有相应实战经验，成功处理多起劳动争议事件；5、熟悉现代企业绩效考核体系，并有实际推行经验；6、有坚强的公关意识，能有效地协调处理好同政府各有关部门之间的良好关系。分享微信邮件
                            ",,,不限,无,0人,计算机硬件/网络设备,100-499人,90%,
人力资源总监,"24-36万
                                        

"," 
青岛
",统招本科,10年以上,普通话,35-45岁,"五险一金,午餐补助,通讯津贴,股票期权,绩效奖金,交通补助,定期体检,岗位晋升,技能培训,上市公司,发展空间大,子女福利,优秀员工奖,带薪年假,",,"要求1、本科学历，管理类相关专业；2、熟悉人力资源管理各模块，有丰富的人力资源管理经验，熟练企业计划管理、经营管理流程；3、5年以上大型集团企业管理或人力资源管理总监工作经验；4、具有较强的战略规划能力和计划管控能力；较强团队协作精神、组织能力和良好的沟通技巧。带薪年假！丰厚年终奖！
                            ",亿联科技企管中心,人力资源管理、工商管理等,总经理,8人,房地产开发/建筑/建材/工程,500-999人,68%,
人力资源总监,,,,,,,,,,,,,,,,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源总监,"28-42万
                                        

"," 
广州
",本科及以上,10年以上,普通话,年龄不限,"上市公司,五险一金,股票期权,带薪年假,年底双薪,岗位晋升,",岗位职责:1、协助部门负责人，管理部门的招聘、培训、绩效、员工关系等各方面的工作，为业务部门提供充足的人力支持和人才保障；2、根据业务部门实际情况，为其提供专业的人力资源解决方案和政策咨询，帮助团队成长，促进业务目标的达成；；3、与业务部门搭档，了解业务战略并促进人力资源战略在业务部门的有效规划和实施；4、进行事业部团队建设与跨部门沟通协调，推动结果的落地执行。,"资格:1、全日制本科毕业，10年以上人力资源工作相关经验，5年以上人力资源管理经验，具有知名企业人力资源管理工作背景；2、精通人力资源各模块专业知识和管理工作，具备hrbp管理经验；3、具备系统的人力资源专业知识和技能，以及敏锐的洞察力和良好的学习能力；4、具备优秀的统筹规划能力、沟通协调能力和分析解决问题能力。
                            ",集团人力资源部,不限,无,0人,IT服务/系统集成,2000-5000人,30%,
人力资源总监,"12-18万
                                        

"," 
济南
",本科及以上,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,定期体检,年度旅游,五险一金,领导好,免费班车,发展空间大,岗位晋升,技能培训,管理规范,",岗位职责：1.协助分管领导全面统筹规划公司的人力资源战略，根据公司实际情况和发展规划拟定公司人力资源计划，经批准后组织实施，提高公司的综合管理水平。2、根据公司实际情况完善公司人力资源体系，设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），制定和完善人力资源制度，经批准后组织实施。3、研究设计各岗位绩效考核方案并负责组织实施。4、根据公司架构情况及市场行情制定薪酬体系，经批准后组织实施。5、制订人力资源部专业培训计划并协助培训部实施、考核。6、塑造、维护、发展和传播企业文化7、及时处理公司管理过程中的重大人力资源问题8、加强与公司外同行之间的联系。,"资格：1、本科以上学历2、5年以上人力资源统筹管理工作经验
",人资中心,不限,无,0人,互联网/移动互联网/电子商务,100-499人,84%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源总监,"10-12万
                                        

"," 
广州-天河区
",学历不限,3年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",岗位职责：1、按照集团总体发展战略，协助总裁制定集团发展战略规划、审核各企业经营计划，并负责组织、实施集团日常运营及管理；2、根据集团企业发展战略指导行政人力资源规划，并制订中、长期人力资源发展计划；3、建立和完善人力资源管理体系，制订并组织实施人力资源管理制度（包含招聘、培训、绩效、薪酬及员工发展等）；4、负责部门团队管理，擅长各类中高级人才的甄别和选拔，完善公司人才储备和梯队建设；5、定期向高层决策者提供有关人力资源战略、组织建设、行政管理等方面的专项建议，为公司重大决策提供人力资源信息支持；6、及时处理公司人事行政管理中的重大问题，负责公司的企业文化建设；7、规范完善公司行政管理系统，制订并完善公司各项行政制度，提供各项行政后勤支持。,"要求：1、本科及以上学历，人力资源、管理或相关专业；2、具有3年以上人事管理工作经验；3、有战略管理、战略人力资源管理、组织变革管理、管理能力开发等方面的培训；4、对现代企业人力资源管理模式有系统的了解和实践，熟悉人力资源日常管理工作流程；对人力资源战略规划、人才的引进、薪酬福利设计、绩效激励考核、员工培训、人力资源总监员工职业生涯设计等方面具有丰富的实践经验；5、熟悉国家、企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；6、具备优秀沟通、协调能力，具有较强的语言和文字表达能力；7、具有解决复杂问题的能力，具备独立工作能力及良好的工作推进能力；8、很强的激励、沟通、协调、团队领导能力，责任心、事业心强，具备良好的管理能力和决策能力；9、了解相关政策和法律法规，不断完善人员招聘以及福利待遇等方面的问题；分享微信邮件
                            ",,不限,无,0人,基金/证券/期货/投资,100-499人,53%,
人力资源总监,"12-18万
                                        

"," 
成都-高新区
",本科及以上,10年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,午餐补助,通讯津贴,免费班车,领导好,扁平管理,管理规范,岗位晋升,公司规模大,发展空间大,优秀员工奖,",岗位职责：1、在集团副总的领导下，负责集团人力资源战略规划与实施，确保集团发展过程中人力资源需求及时合理化、人工能效最大化，以促进子公司产能提升；2、负责集团人力资源管理报表合并、分析、建议；3、负责对子公司工作的指导、督查、检讨；4、及时关注国内、相关境外人力资源政策变化并提供建议、分析，确保公司人力资源管理水平、风险控制、人才竞争优势最大化。5、负责员工关系、绩效薪酬、招聘配置的优化与实施，督导组织发展、培训开发、薪酬福利工作的开展；,"要求：1、40岁以下，人力资源专业本科及以上学历；2、深谙人力资源现代管理，尤其擅长绩效管理与薪酬福利的设计与应用，具可圈点的成功案例；3、熟练运用OA、SAP或HRM、PPT等相关办公软件，擅长用数据分析、阐述问题；4、10年以上人力资源工作经验，其中5年以上同岗位工作经验，抗压力强，团队协作力强、思维敏捷；5、具中大型集团企业人力资源管理工作经历，自驱力强，性格开朗，正能量；6、具人力资源中级以上专业技术资格者优先。（提醒：本岗位候选人一经确认，将进行背景核实，资料有出入的请勿投）
",人力资源部门,不限,无,0人,印刷/包装/造纸,成都市高新区环球中心N5区N9层1413-1415,71%,
人力资源总监,"16-20万
                                        

"," 
北京
",本科及以上,8年以上,语言不限,年龄不限,"公司规模大,定期体检,五险一金,优秀员工奖,通讯津贴,带薪年假,公租房,北京户口,",岗位职责1、高层管理职位，协助决策层制定公司发展战略，负责其功能领域内短期及长期的公司决策和战略，对公司中长期目标的达成产生重要影响；2、全面统筹规划人力资源开发及战略管理，拟定人力资源规划方案，并监督各项计划的实施；3、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、培训、绩效、薪酬及员工发展等体系的全面建设），制定和完善人力资源管理制度；4、向公司决策层提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制人力资源成本；5、及时处理公司管理过程中的重大人力资源问题，指导员工职业生涯规划；6、负责公司的整体企业文化建设。,"资格1、人力资源管理或相关专业本科以上学历；2、五年以上人力资源总监或人力资源部经理工作经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。
                            ",北京逸群公司,不限,无,0人,房地产开发/建筑/建材/工程,100-499人,96%,
人力资源总监,"面议
                                        

"," 
北京
",统招本科,10年以上,语言不限,年龄不限,"带薪年假,节日礼物,五险一金,","工作职责：农产品批发市场、农产品物流园开发建设板块的人力资源管理工作，包括：1、员工招聘和团队组建；2、绩效薪酬管理；3、培训工作的组织开展；4、对下属各城市公司的人力资源管理工作进行指导监督协调。职位要求：1、在农产品批发市场或农产品物流园开发建设及运营企业从事人力资源管理1年以上，熟悉该行业的商业模式、团队管理特点；2、熟悉人力资源管理的各个业务模块；3、在中高端人才招聘方面经验丰富，具有一定的农产品批发市场开发建设和运营行业的人脉资源。
",,北京总部,不限,无,0人,房地产开发/建筑/建材/工程,建国门,30%,
人力资源总监,"10-18万
                                        

"," 
广州
",大专及以上,3年以上,语言不限,年龄不限,"领导好,扁平管理,技能培训,发展空间大,",岗位职责：1、按照集团总体发展战略，协助总裁制定集团发展战略规划、负责组织、实施集团日常运营及管理；2、根据集团发展战略建立人力资源体系，并制订中、长期人力资源发展计划，指导各分子公司人力资源工作；3、制订并组织实施人力资源管理制度（包含招聘、培训、绩效、薪酬及员工发展等）；4、负责各类中高级人才的甄别和选拔，完善公司人才储备和梯队建设；5、定期向高层决策者提供有关人力资源战略方面的专项建议，为公司重大决策提供人力资源信息支持；,"要求：1、本科及以上学历，人力资源、管理或相关专业；2、具有3年以上人事管理工作经验；3、熟悉国家、企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策；4、具备优秀沟通、协调能力，具有较强的语言和文字表达能力；
",人力资源中心,不限,无,0人,基金/证券/期货/投资,100-499人,53%,
人力资源总监,"面议
                                        

"," 
合肥
",统招本科,8年以上,语言不限,年龄不限,"交通补助,通讯津贴,节日礼物,技能培训,五险一金,定期体检,绩效奖金,团队聚餐,车辆津贴,优秀员工奖,午餐补助,管理规范,年度旅游,","1、全日制本科及以上学历，8年以上人力资源工作经历，6年以上大型房地产企业人力资源管理工作经验，至少3年中高层管理工作经验；2、经济、人力资源或企业管理类专业，具有人力资源或经济管理专业资格；3、熟悉房地产开发流程及业务特点；4、掌握相关人力资源的各项规章制度，熟悉国家人事政策、法律法规；5、具备房地产开发行业相关管理知识；6、具有出色的人际沟通能力和领导管理能力，良好的语言表达能力和亲和力，善于协调、沟通和组织策划；7、根据公司发展战略，创造良好的企业文化氛围，推进公司企业文化建设，确保集团政策的落地执行；8、认同公司企业文化，具备良好的职业操守；
                            ",,人力资源部,不限,董事长,0人,房地产开发/建筑/建材/工程,100-499人,79%,
人力资源总监,"12-18万
                                        

"," 
广州
",本科及以上,经验不限,普通话,年龄不限,"五险一金,带薪年假,年度旅游,午餐补助,",岗位职责：1、全面统筹规划公司人力资源发展战略，开发短、中、长期人力资源，合理调配公司人力资源。2、向公司高层提供有关人力资源战略，组织建设等方面建议，致力于提高公司综合管理水平。3、负责组织分析评估人力需求，制定招聘计划，招聘策略、以及招聘工作流程。4、负责推动人才管理项目，包括领导力发展模型的建立与持续优化、高潜质人才的选拔标准建、核心人才评价、核心人才激励与培养、人才阶梯与继任管理工作。5、构建和完善适应公司发展需要的人力资源管理体系（招聘规划、培训规划、绩效管理、员工激励、员工发展等模块），负责对人力资源相关模块的管理、执行、监督和完善。6、负责建立精干高效的培训组织体系，组织完善培训管理制度，提供系统有效、有针对性、可持续提升、前瞻性的培训，监督各部门制定的员工培训工作，审核培训计划，检查落实情况。7、负责制定适合公司发展的薪酬福利体系和管理制度，建立宽带薪酬管理体系。8、负责分解公司战略目标，制定有效的绩效管理体系和制度，组织开发与建立考核信息系统，指导各部门开展绩效考核工作，合理运用绩效结果，撰写分析方案。9、负责员工关系管理，建立员工职业生涯规划平台。10、组织制定人力资源工作发展规划、计划与预算方案、有效并合理控制人力资源，并监督各项计划的实施。11、负责部门管理工作及人员工作指导12、建立公司风险预防机制13、协助行政部门建立企业文化管理指导体系。14、完成公司领导交代的其他工作。,"资格：1、人力资源管理或相关专业统招本科以上学历；2、六年以上行政人事管理经验，五年以上人力资源总监或七年人力资源部经理工作经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；4、很强的计划性和实施执行的能力；有亲和力，很强的激励、沟通、协调、团队领导能力，责任心、事业心；5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。6、具有职业经理人优秀的品格，对企业忠诚度高，行业内口碑好，丰富的人脉和人力资源储备信息。
                            ",,不限,无,0人,食品/饮料/烟酒/日化,100-499人,91%,
人力资源总监,"36-48万
                                        

"," 
北京
",大专及以上,5年以上,语言不限,年龄不限,"带薪年假,绩效奖金,节日礼物,五险一金,岗位晋升,",职责描述：1. 制定集团人力资源规划；2. 负责集团人力资源管理模式设计与研究，完善人力资源管理制度；3. 组织落实人力资源管理的各项职能，并指导、监督各公司人力资源管理工作；4. 负责建立集团与子公司内部畅通的沟通渠道，处理各分公司的人事工作；5. 负责建立有效的激励机制，充分发挥员工的积极性和创造性；6. 督促集团及各分公司人力资源战略的执行；7. 完成集团交给的其他事宜。,"要求：1.大学本科及以上学历、人力资源、企业管理等相关专业；2.熟悉现代人力资源管理知识、劳动法知识及相关地方法规，知晓财务会计知识和管理能力开发等方面的知识；3.具有较强的组织、沟通、协调、分析判断、人际、执行、语言表达、学历能力；8年以上相关工作经验，5年以上管理工作经验。
                            ",坤融财富,不限,总裁,0人,基金/证券/期货/投资,100-499人,82%,
人力资源总监,"12-18万
                                        

"," 
惠州
",本科及以上,8年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,午餐补助,弹性工作,年度旅游,节日礼物,领导好,扁平管理,技能培训,岗位晋升,生育补贴,发展空间大,公司规模大,优秀员工奖,五险,",一、岗位职责1、 根据公司的战略发展规划，做好人力资源规划、统筹工作，包括薪酬政策、绩效评估体系、招聘计划、员工发展计划、培训体系等的建立和实施；2、完善公司各项人事规章制度，监督各分公司落实总部的相关规章制度，以确保公司制度与时俱进，合法、合情、合理地实施和执行；3、 统筹人力资源各个模块的工作，建立、完善人力资源管理体系工作；4、 统筹高端人才的引进工作，做好招聘渠道的深度挖掘、开发和优化；5、 做好员工关系管理，培养员工的归属感，增强企业的凝聚力、妥善处理劳资纠纷；6、 及时处理公司管理过程中的重大人力资源问题。7、完成领导安排的其他工作任务。,"要求：1、30-45岁，大专及以上学历，人力资源、法学、管理类相关专业；2、5年以上行政人事相关工作经验，2年以上同岗位工作经验，具有定制家具行业经验优先；3、精通人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有深入的认识，精通国家相关的政策、法律法规；4、具有较强的沟通协调、公关能力，具备敏锐的洞察力、判断力、决策力和执行力；5、责任心强，作风严谨，诚信廉洁，敬业负责。
                            ",人力资源部,不限,总经理,0人,房地产开发/建筑/建材/工程,1000-2000人,,
人力资源总监,,,,,,,,,,,,,,,,,
人力资源总监,"30-40万
                                        

"," 
上海-宝山区
",本科及以上,10年以上,普通话,35-45岁,"绩效奖金,带薪年假,年度旅游,扁平管理,管理规范,通讯津贴,领导好,五险一金,团队聚餐,",岗位职责1、负责制定本部门中长期规划及年度经营计划并组织实施；2、分解本部门的经营目标、财务预算，制定具体的季度和月度工作计划，并对计划进行过程的跟踪、分析和纠偏；3、负责集团开展招聘、绩效、薪酬、员工关系及劳动关系各项工作正常有序开展，并指导、监督各下属单位人力资源各模块工作有效开展；4、定期开展集团及各下属单位招聘、薪酬福利、绩效管理、员工关系、劳动关系管理工作的执行情况检查，查找存在问题，提出整改措施，并监督整改落实情况；5、组织制订集团核心人员的中长期培养计划、职业生涯发展规划、长期激励方案；6、组织制定和完善本部门职能领域的工作制度和流程，并监督执行；7、组织制订集团人力资源管理体系并不断完善，并对集团各下属单位人力资源管理体系制订及完善进行指导及监督；8、根据集团及各下属单位发展规模、经营状况变化，提出组织结构优化建议、并组织开展定岗定编及,"资格管理工作，经批准后监督执行；9、负责集团人才梯队建设，指导建立集团人才储备库；10、负责集团及下属单位人力资源信息化平台构建，提升人力资源管理水平；11、参与集团重大人事选拨及任免决策，提出安排意见与建议；审核及审批授权范围内的人事升降职及任免决定；12、部门日常管理工作（计划、组织、协调、会议、考核、招聘奖惩、培训等）；岗位要求1、大学本科以上或同等学历，人力资源管理、心理学、法学、工商管理等相关专业；2、10年以上人力资源工作经验，5年以上大中型集团同等岗位工作经验；3、掌握国家、地方相关劳动法律法规、人力资源管理知识。具有组织计划能力、识人用人能力、沟通协调能力、解决问题能力、执行能力；持有人力资源管理者或经济师等职业资格证书
                            ",人才发展部,人力资源相关专业,无,0人,原材料及加工,1000-2000人,88%,
人力资源总监,"26-39万
                                        

"," 
深圳-南山区
",本科及以上,10年以上,普通话,年龄不限,"带薪年假,午餐补助,交通补助,定期体检,五险一金,扁平管理,通讯津贴,节日礼物,年度旅游,",岗位职责1、管理职位，全面统筹规划人力资源开发及战略管理，拟定人力资源规划方案，并监督各项计划的实施；2、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、培训、绩效、薪酬、员工发展、行政事务等全面建设），制定和完善人力资源管理制度；3、向公司决策层提供人力资源、组织机构等方面的建议并致力于提高公司综合管理水平，控制人力资源成本；4、及时处理公司管理过程中的重大人力资源问题，指导员工职业生涯规划，建立人才培养梯队；5、负责人力资源内部的组织管理，推进企业文化、雇主品牌建设。,"资格1、人力资源管理或相关专业本科以上学历，有IT软件行业经验者优先考虑；2、十年以上人力资源管理经验，一年以上人力资源总监或人力资源部经理工作经验，管理过不少于5人的团队；3、对人力资源管理各个职能模块与业务的支持有较深入的认识，熟悉国家相关的政策、法律法规；4、很强的计划性和实施执行的能力； 5、具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。
                            ",人力资源部,不限,无,0人,基金/证券/期货/投资,100-499人,49%,
人力资源总监,"
                    	30-50万
                    ",深圳,本科及以上,5年以上,语言不限,30-40岁,,"
               1、全面统筹规划人力资源开发及战略管理，制定企业中、长期人力资源规划并监督执行；2、根据公司的发展规划，向公司决策层提供人力资源战略、组织建设等方面的建议，并致力于提高公司综合管理水平，控制人力资源成本，使公司整体人力资源配置更好地满足公司发展的需要；3、建立并完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、培训、绩效、薪酬及员工发展等体系的全面建设），制定和完善人力资源管理制度；4、参与各部门岗位合理配置工作，做好人员定编，制定岗位说明书，按需求完成招聘任务；同时负责高管人员的招募、选拔及人事管理；5、负责公司绩效管理体系建设与完善，加强绩效考核激励机制建设，以绩效为引导，强化公司经营发展计划在各部门、各岗位工作的具体落地，推动定期绩效考核工作的组织与落实；6、负责公司薪酬管理建设，建立并完善公司薪酬职等职级，完善员工定薪、调薪机制，建立具一定内部公平性、外部竞争力的薪酬管理环境。7、负责公司的整体企业文化建设，发展并宣扬公司企业文化，建立公司相关的福利政策，提升企业文化内涵，丰富员工精神生活，增强员工对企业的归属感与团队凝聚力。8、负责处理总裁交办的其他工作。
",,人力资源部,不限,总裁,0人,,,"
80%
							",1
人力资源总监,"
                    	150-180万
                    ",广州,统招本科,10年以上,语言不限,35-40岁,,"
               1、40岁以下，大学本科或以上学历； 管理类专业或MBA优先考虑； 2、10年以上人力资源相关工作经验，其中5年以上人力资源管理咨询工作背景，担任过咨询公司高层管理尤佳，有商业行业人力资源管理咨询项目经验；3、具有高度的责任感和工作热情，具有较强的分析问题及解决问题的能力，具备清晰的逻辑思维和推理能力，以及优秀的商务洽谈能力；4、具备先进的人力资源理念，了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有深入认识，精通人力资源管理的工具和方法，熟悉人力资源战略和规划；5、具备较强的计划性和实施执行的能力，有亲和力，较强的激励、沟通、协调、团队领导能力，责任心和事业心强。
            ",,人力资源部,管理类专业,总经理,5人,,,"
100%
							",1
人力资源总监,"
                    	30-60万
                    ",深圳,本科及以上,5年以上,语言不限,25-45岁,,"
               1、全面统筹规划公司人力资源发展战略，开发短、中、长期人力资源，以“人岗匹配”为原则，合理调配公司人力资源；  2、擅长招聘，根据公司运营情况，招录企业匹配核心人员；3、参与公司各项重大会议，向公司高层决策者提供有关人力资源战略、组织建设等方面的建议，并致力于提高公司的综合管理水平；  5、全面指导公司人才的“选、育、用、留”工作，实施人才发展储备计划，负责人才梯队建设；6、负责实施公司人员考核、奖惩工作； 7、负责及时、合理处理劳资纠纷问题； 8、全面负责公司人力资源日常工作并提出指导意见，督办人力资源各重大事项的执行和落实；  9、完成领导交办的其他临时性工作。
",,人力资源部,不限,总裁,0人,,,"
97%
							",1
人力资源总监,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	40-55万
                    ",上海,学历不限,5年以上,语言不限,20-50岁,,"
               统筹负责公司运营管理方向HR相关工作，配合总部人事行政中心对于已开业运营项目提供人事相关支持。 主要内容如下：  搭建运营管理部HRBP团队；  对已开业项目进行相关人事、招聘以及培训等相关工作支持；  与总部人事行政中心进行相应配合，完成项目筹开与运营期间的平稳过渡。
            ",,YY,不限,部门负责人,0人,,,"
100%
							",1
人力资源总监,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	20-40万
                    ",天津,大专及以上,5年以上,语言不限,25-50岁,,"
               1、了解人力资源六大模块2、拓展更多的招聘渠道3、建立各岗位符合企业特点的招聘要求4、指定各岗位绩效考核标准5、降低人员流失率
            ",,人力资源部,不限,总经理,0人,,,"
99%
							",1
人力资源总监,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	30-60万
                    ",北京,学历不限,5年以上,语言不限,20-55岁,,"
               岗位职责1、全面统筹规划公司的人力资源战略，根据公司实际情况和发展规划拟定公司人力资源计划，经批准后组织实施，提高公司的综合管理水平;2、根据公司实际情况完善公司人力资源体系，设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），制定和完善人力资源制度，经批准后组织实施;3、研究设计各岗位绩效考核方案并负责组织实施;4、根据公司架构情况及市场行情制定薪酬体系，经批准后组织实施;5、制订人力资源部专业培训计划并协助培训部实施、考核;6、塑造、维护、发展和传播企业文化;7、及时处理公司管理过程中的重大人力资源问题;","资格:1、大学本科及以上学历，人力资源管理、企业管理等相关专业； 2、具有5年以上人力资源管理工作经验； 3、具有较强的组织领导能力、执行能力、协调能力、公关能力、团队建设能力，具有很强的语言和文字表达能力。
            ",人力资源部,不限,总裁,10人,,,"
100%
							",1
人力资源总监,,,,,,,,,,,,,,,,,1
人力资源总监,"
                    	80-100万
                    ",北京,本科及以上,10年以上,语言不限,35-45岁,,"
               岗位职责：1、根据公司总体战略及运营发展方向，全盘统筹、规划公司的人力资源和行政管理，推动公司转型和变革。2、在公司总体战略的指导下，组织制定符合公司发展需要的人力资源战略及实施计划；构建公司人力资源管理体系，尤其是基础性制度流程（如绩效考核、薪酬管理、职业生涯规划等）的编制修订。3、与企业管理顾问公司对接，跟进落实、实施顾问公司项目计划内容；建立、完善公司的相关机制制度，如股权激励机制、合伙人制度等等。4、结合公司实际、行业特性，构建完善公司内、外部培训体系，实施多元化培训模式，有效推进公司“人才梯队”建设，保障公司的可持续发展。5、负责塑造、维护、发展、传播公司文化；定期组织开展丰富的、形式多样的户外活动，打造富有凝聚力团队，传播“正能量”，提升员工归属感、和谐劳动关系。6、布置、指导、监督下属的工作，合理安排分配下属工作任务，以确保公司日常运营正常；满足公司，及其相关职能部门或人员的后勤服务需要。","资格：1、人力资源管理、企业工商管理等专业本科以上学历，5年一线基础性人力资源工作，3年人力资源经理同岗位工作经验，悉企业人资行政全面运作和各项工作流程。2、熟练掌握人力资源六大板块，有构建人力资源体系经验，擅长人力资源规划、激励机制建立、绩效考核评定、薪酬管理推进、内外培训体系构建等；熟悉各种类型的人力资源和行政管理的工具和方法。3、具备良好的心理素质和职业素养，有优秀组织、领导、执行、沟通、协调、决策、团队打造和建设等能力；高度的工作热情，能熟练运用人力资源专业知识技能和管理技巧。
            ",人力资源部,不限,CEO,20人,,,"
83%
							",1
人力资源总监,"
                    	60-90万
                    ",杭州,本科及以上,10年以上,语言不限,35-45岁,,"
               职责内容：1、负责企业文化建设，做好企业文化的宣传推广工作；负责员工活动的策划和组织实施2、监督执行规章制度事宜3、负责会务的组织管理、会议纪要审核、各类公司文档的起草、送审、下发。4、负责车队、保洁等后勤管理制度的拟定、督查、控制和执行；5、负责公司办公秩序的监督检查及行政事务管理工作；负责各部门之间的综合协调，加强各项工作的督促和检查；6、负责对外相关事务的联系、接待、沟通及协调工作；7、负责公司各类证照的申办管理工作；8、负责公司公文、资料、信息、外来文件等档案的管理；9、负责组织管理公司内外环境，包括办公场所分配、办公场所的整体布置、绿化、清洁与保持工作；10、完成公司领导交办的其他工作。","资格：1、 行政管理、企业管理等相关专业大专以上学历；2、 有五年以上行政主管工作经验；3、 有车队管理和展会管理经验；4、 性格开朗，善于沟通，协调与组织能力较好，为人可靠真诚；5、 有较强的责任心和敬业精神，良好的组织协调能力及沟通能力，较强的分析、解决问题能力。
            ",财务部,不限,总经理,20人,,,"
93%
							",1
人力资源总监,"
                    	40-60万
                    ",上海,统招本科,10年以上,语言不限,20-50岁,,"
               1、负责集团经营战略的规划，执行股权结构、竞标管理、组织架构及职能配置。2、负责集团目标计划的制定、实施及落实。3、负责人力资源发展战略的制定，确保其贯彻执行。4、建立人才梯队，制定吸引核心人才的规划及激励方案，为公司发展不断输送新鲜血液，对公司员工整体进行职业生涯规划设计并监督执行；5、主持集团招聘、培训、薪酬、绩效及劳动关系及企业文化建设等方面的人力资源管理。6、主持集团行政管理各项工作。7、组织落实政府外联、项目报建、品牌广宣及协同参与集团融资接洽。8、建立并完善集团公司人力资源管理体系，设计适合公司发展的人力资源管理模式，制定和完善人力资源管理制度。
            ",,人力资源部,不限,总经理,0人,,,"
98%
							",1
人力资源总监,"
                    	30-60万
                    ",上海,学历不限,5年以上,语言不限,30-50岁,,"
               1、具有制造行业人力资源相关职位工作经验，负责过多家工厂的人力资源管理；2、五年左右人力资源总监职位；3、经历过企业IPO者优先；4、有二级及以上人力资源管理师证书者优先；5、可接受长期出差。
            ",,人力资源部,不限,董事长,0人,,,"
98%
							",1
