职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
hrbp,"5-10万
                                        

"," 
青岛-崂山区
",本科及以上,3年以上,语言不限,年龄不限,"股票期权,带薪年假,扁平管理,领导好,年度旅游,技能培训,车辆津贴,公司总平均50+,",职位描述：1.从HR视角出发参与业务部门管理工作，并及时向上级反馈工作进展情况2.制订并执行业务部门HR年度工作计划，运作所在业务部门的HR战略和执行方案；3.协调员工关系，调查培训需求；4.建立所在业务部门的人力资源管理体系。5.公司人才储备工作，做好个人信息的管理与保密工作。6.人事行政制度，对应聘人员提出的相关问题进行解答。7.岗位工作分析，编制和维护《岗位说明书》。8.实际状况和岗位设置情况，开发适合的招聘渠道，如：外部、内部、高级、中级、基层工作人员的招聘渠道等。9.招聘活动的实施、协调和跟进工作，并进行招聘效果分析,"要求：1.具有2年以上的相关工作经验2.具有企业人事BP工作经验，熟悉HRBP工作流程；3.有良好的沟通能力和团队合作精神熟知心理学等各类相关知识4.有较强的管理、执行、协调、发现问题及解决能力5.工作认真负责，具有较强的组织协调能力，熟悉相关法律、法规注：工作时间早8：30-晚8：30，不适应勿投
",行政人事部,不限,人资总监,0人,房地产开发/建筑/建材/工程,500-999人,,
HRBP,"12-18万
                                        

"," 
北京
",本科及以上,3年以上,普通话,年龄不限,"五险一金,绩效奖金,午餐补助,带薪年假,定期体检,免费班车,年度旅游,节日礼物,",岗位职责：1、根据公司发展需求和人力资源规划，制定招聘计划，完成招聘需求的审核并执行；2、负责简历筛选、约谈，执行人力资源面试及面试流程安排；3、负责招聘流程的管理与控制，提升招聘效率；4、负责招聘渠道拓展与维护；5、与用人部门确认合适候选人，执行offer的提报与审批流程的跟进；6、上级安排的其他工作。,"资格：1、二年以上招聘经验，熟悉招聘工作，对招聘体系有较深体会和理解，有IT软件、互联网公司招聘经验；2、能独立开发各类招聘渠道，有丰富的技术类、营销类人才资源；3、具有一定的数据分析能力，能够从招聘数据中发现问题，提炼有效建议；4、熟悉招聘流程，掌握较好的面试技巧，有效预防面试环节的潜在用工风险；5、可以独立开展招聘工作，有较好的招聘计划实施与执行能力；6、亲和力好，执行力强，工作积极主动、能承受压力，有耐心，沟通表达能力较强；7、人力资源管理、心理学或计算机相关专业本科及以上学历。
                            ",,不限,无,0人,互联网/移动互联网/电子商务,100-499人,85%,
HRBP经理 / 大区HRBP,"12-18万
                                        

"," 
南京-雨花台
",本科及以上,5年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",1、负责对接业务大区内各项人力资源工作的推进和实施，包括招聘、培训、绩效和员工关系等模块工作，确保人力资源工作的具体实施及落地；2、配合总部制定和执行大区内相关的人力资源管理制度、体系和业务流程，对人力资源关键活动进行流程监控和跟进，支撑和服务大区业务发展；3、深入了解大区、各门店业务，合理制定人才招聘计划，及时满足各类招聘需求；4、负责对接大区业务条线人力资源政策、与大区负责人、总部HR密切配合，及时沟通和解决管理问题、制度问题、以及员工关系等问题；5、具体负责大区相关人力资源日常事务，并定期向总部HRD汇报工作；6、领导交办的其他任务。,"要求：1、本科及以上学历，人力资源、企业管理等专业优先；2、5年以上HR经验，2年以上HRBP同岗位经验，有知名互联网或集团化人力资源管理经验者优先；3、熟悉人力资源六大模块，在招聘、培训、员工关系或组织发展等方面有一定经验和思考；4、优秀的组织、协调和沟通能力，良好的问题分析、解决问题能力，文字和语言表达能力突出；5、善于整合资源驱动目标达成，出色的多任务、多角色平衡能力；6、工作责任心强，抗压能力强，能适应外地出差。分享微信邮件
                            ",,不限,无,0人,机械制造/机电/重工,100-499人,45%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
城市HRBP3669,,,,,,,,,,,,,,,,,
营销HRBP岗,"20-30万
                                        

"," 
南京
",大专及以上,1年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",一：负责营销系统人才招聘1、协助人力进行本区营销人员招聘工作，对于招聘问题需提出营销意见，做好各职级人才梯队的储备2、熟知区域业绩目标及策略、熟悉业务（通过参加管理会议、销售陪访等熟知业务）3、开发有效招聘渠道，汇总并评估各招聘渠道的使用情况，并维护良好的合作关系4、营销各岗位绩效评估、胜任力评估二：培训体系及考核反馈1、负责区域内培训计划拟定2、培训结果跟踪反馈3、对接集团销售管理考核（考试）事项三：团队建设1、团队文化建设、团队拓展等相关工作2、培训体系、制度建立，推动区域营销培训计划拟定、培训工作开展、效估3、进行人才梯队建设、储备干部培养各项人员培养体系搭建4、日常报表（人事月报、离职访谈等）,"要求：1、1年以上工作经验2、工作认真踏实3、专业性强分享微信邮件
                            ",,不限,无,0人,房地产开发/建筑/建材/工程,1000-2000人,,
HRBP(022337),"36-60万
                                        

"," 
北京
",统招本科,5年以上,英语 + 普通话,30-45岁,"五险一金,发展空间大,公司规模大,股票期权,绩效奖金,技能培训,",岗位职责:1.	根据公司整体战略，制订项目管理中心的业务战略和目标，包括团队组建、制度建设和人才培养等；2.	全面负责公司战略级项目及重点、重大项目的管理工作。包含对项目的实施执行情况予以督导、对跨事业部项目所需要的资源予以调配推动、对项目执行过程予以评价及对项目相关负责人的绩效表现进行考核。,资格:1.	具备5-10年多元化项目管理工作经验，如：工程项目类、生产制造类、研发技术类等；2.	具备PMP项目管理认证资质（B级），曾,汉能全球光伏发电集团,不限,吴迪,0人,新能源,5000-10000人,30%,
HRBP(业务板块 前期偏招聘),"8-14万
                                        

"," 
南京
",本科及以上,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",岗位职责:业务发展1、 协助HRD为销售版块设计、搭建合理的人力架构，保证持续的用人需求；2、协助HRD与生产运营、人力资源中心一起制定并培训，完善各项工作标准和人事政策；3、协助HRD设计并监督实施，适时调整版块的薪酬、绩效考核方案；4、从员工满意度、团队氛围等人事维度诊断运营情况，并提交报告；人员管理1、定期盘点人才储备情况，并参与晋升考核；客户服务1、随时为营运团队提供人事专业问题咨询，参与重要业务会议；2、 与人力资源中心密切沟通，分解公司人力资源项目性工作，并有效执行落地。,"资格:1、 本科及以上学历，有销售HRBP工作经验者优先考虑；2、 熟悉人事六大模块，擅长招聘工作；3、 目标导向，学习力强，情商高分享微信邮件
                            ",,不限,无,0人,家具/家电,500-999人,31%,
HRBP-吉利路特斯,"8-12万
                                        

"," 
宁波-慈溪市
",统招本科,5年以上,语言不限,年龄不限,"带薪年假,上市公司,五险一金,节日礼物,岗位晋升,500强,公司规模大,发展空间大,","Job Name:  HRBPResponsibility	HR operations in partnership with the business group	Implement resources planning and manage the recruitment results to meet business needs.	Understand, communicate and drive the group human resources programs and processes 	Conduct research / investigations & develop recommendations for resolutions to business groups you support 	Implement plans to maintain positive employee relations 	Coach managers to solve HR issues & on performance management 	Coach employees on conflict or issue resolution Requirements	Recognize and appreciate Geely culture.	Bachelor’s degree, 5+ years of HR professional experience, 	Strong on either recruitment or culture development.	Strong on collaboration and coordination across functions.	Excellent interpersonal and communication skills	Experience of projects to improve efficiency, or effectiveness, or quality will be preferred.	Experience working in auto industry is preferred.	Fluent English both oral and written
",,吉利集团,不限,无,0人,汽车/摩托车,10000人以上,69%,
HRBP（江门）,"10-14万
                                        

"," 
江门
",大专及以上,3年以上,语言不限,年龄不限,"带薪年假,午餐补助,交通补助,五险一金,",职责描述：岗位职责：  1、了解所支持部门的业务状况和团队运作状况，提供符合业务团队个性需求的相关信息；2、执行所支持部门的招聘、员工关系、培训等人力资源工作，协助业务部门提升组织绩效；  3、协助贯彻企业文化、政策及流程在所支持部门的执行； 4、辅助加强员工沟通管理，畅通公司与员工的双向沟通渠道； 5、其它人力资源支持工作。 ,要求：  1、大专以上学历，3年以上人力资源工作经验；  2、有在大型IT/媒体公司/互联网公司从事HRBP工作经验者优先，多业务体系HR支持经验者优先；  3、了解人力资源各模块基本工作，并具备招聘、培训两个模块及以上人力资源模块的实操经验，熟悉国家相关的政策、法律法规； 4、对公司业务和文化认同热爱；  5、抗压性强，具备较强的人际沟通协调能力，善于思考，有亲和力。,电单事业部,不限,无,0人,互联网/移动互联网/电子商务,1000-2000人,30%,
HRBP（销售中心）,"10-18万
                                        

"," 
杭州-西湖区
",本科及以上,3年以上,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,","岗位职责深入了解业务部门人力资源管理工作存在的问题，提出相应的优化建议和解决方案，并推动执行；协助业务部门建立后备人才选拔方案和人才储备机制；帮助建立员工关系，协调员工与管理层的关系；协助业务部门合作伙伴做好上传下达的沟通工作；配合业务部门做好招聘、培训等各项人力资源服务的工作；帮助公司文化落地的执行；推动人力资源项目的实施落地。职位要求本科以上学历；具备两年人力资源工作经验，移动互联网、IT行业及游戏行业优先；熟悉并深入理解人力资源工作，在人才招聘、员工关系管理模块有扎实的专业功底及丰富实践经验，熟悉劳动法相关法律、法规；有极强的成就导向和责任心，学习能力强，有良好的合作精神、执行力强，工作有计划性，逻辑性和条理性好；能独立解决复杂的人事管理实际问题，具有较强的协调能力、人际理解力，善于整合资源驱动目标达成；分享微信邮件
                            ",,,不限,无,0人,,100-499人,38%,
HRBP,"10-14万
                                        

"," 
北京
",统招本科,2年以上,语言不限,年龄不限,"绩效奖金,带薪年假,扁平管理,五险一金,岗位晋升,弹性工作,",1.      协助业务部门完成HC与预算规划，独立完成招聘任务；2.      打造学习型团队，根据业务发展及对团队成员的要求，组织并实施培训、分享等活动；3.      协助业务部门完成员工绩效考核等相关制度的完善、宣贯和落地执行；4.      企业文化和制度的推进和落实，业务部门员工入、离、调、转等手续办理，解答人力相关的问题，协助组织团建活动，关注员工满意度，定期开展员工关怀与访谈；,"要求：1.      统招本科及以上学历， 2年以上互联网行业人力资源岗位从业经验，2.      熟悉招聘流程，熟练运用各种招聘工具和方法，丰富的招聘经验及技巧；3.      熟练运用各种办公软件，有较强的文字功底和数据处理、分析能力；4.      具备较强的学习、沟通、应变、问题解决的能力，优秀的沟通能力和协调能力，有较高的执行力、责任心、同理心；5.      自我驱动，思考力强，有亲和力，能承担较大的工作压力，能适应公司快速发展的工作节奏。
",人力资源部,不限,HRD,3人,,100-499人,73%,
HRBP,"15-20万
                                        

"," 
杭州
",统招本科,5年以上,语言不限,年龄不限,"团队聚餐,扁平管理,上市公司,带薪年假,节日礼物,管理规范,午餐补助,绩效奖金,五险一金,年底三薪,",岗位职责：1、与业务部门搭档，了解业务战略并促进人力资源战略在业务部门的有效规划和实施；2、通过建立机制协助部门的组织保障包括招聘、培训、绩效、员工关系等人力资源工作；3、负责业务部门文化建设活动，通过会议、活动等措施，确保文化的落地与执行；4、参与部门的绩效管理，提升业务管理者绩效管理水平；5、分析业务部门人员结构，并给予人员配置优化建议；6、通过主动和管理层、员工的互动，建立有效和多样化的渠道，保证组织中信息的通畅；7、协助HR后台功能的健全发展，参与制订人力资源整体人才管理解决方案并执行。,"要求：1、本科及以上学历，具有互联网业务从业背景者优先（互联网技术/产品/运营/市场/采购仓储物流）；2、5年以上人力资源工作经验，参与过两个功能模块以上的体系设计及操作实务，有互联网公司或HRBP/HRM经验优先考虑；3、熟悉人力资源运作管理流程，能通过数据分析、项目实操提供人力资源优化方案；4、具备一定的推动组织发展和人才管理能力，并能将其优化得标准化、可视化；5、专业结构化系统性思维，良好的人际洞察力，客户导向思维，善于转化客户需求；6、良好的协调沟通及工作推动力，成就动机强、学习能力强、自我驱动力强。注：服务中心设在本部，涉总裁办、财务中心、行政中心、客服服务、门店运营等业务线。和富阳金固母公司两地，BASE地可A或BA:杭州市拱墅区丰潭路508号天行国际7号楼19.20层日常在杭州，每周1-2个工作日至富阳分园区（银湖科创园），不要求住扎B：富阳区银湖街道银湖科创园7号楼6楼富阳：同上，每周1-2个工作日来杭开会对接工作等   
                            ",人力资源部,不限,HRD,0人,,500-999人,80%,
HRBP,"7-10万
                                        

"," 
深圳-南山区
",统招本科,2年以上,语言不限,年龄不限,"五险一金,定期体检,带薪年假,绩效奖金,周末双休,",【工作职责】1、负责公司社会招聘和校园招聘执行，满足公司用人需求；2、负责开发和维护招聘渠道，利用各种招聘渠道，快速满足公司的人才需求；3、负责每季度绩效考核工作的推进；4、负责,资格考试的推进；5、负责组织、跟踪各部门培训工作，负责新员工入职培训工作；6、负责人员入离调转手续的办理；7、负责企业文化建设，组织员工活动，宣传公司的使命愿景价值观；8、领导安排的其他工作；9、主要负责深圳地区的招聘，也负责北京总部和武汉研发中心的招聘工作，可能有短期出差；【,综合管理,不限,无,0人,计算机软件,50-99人,100%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRBP,"30-48万
                                        

"," 
广州
",本科及以上,8年以上,语言不限,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,公司规模大,五险一金,发展空间大,周末双休,绩效奖金,股票期权,带薪年假,午餐补助,免费班车,扁平管理,团队聚餐,管理规范,",岗位职责：1.了解业务部门的战略，对业务进行组织诊断，为业务部门的战略落地提供建议、规划并参与实施；2.为组织发展提供人力资源支持，定期进行盘点，在招聘、培训、绩效考核、薪酬、员工关系方面为业务部们提供有效的解决方案并实施；3.负责对业务线提供全方位的管理支持工作和业务线负责人密切协作，作为可信赖的业务线伙伴角色，协助业务线负责人不断提升团队绩效；4.协助业务线负责人管理组织架构调整、人员配置规划和人员编制预算；5.协助业务部门流程的梳理或优化、根据团队问题的诊断提供专业性建议及解决方案；6.配合其他HR模块项目及制度的落地，并及时反馈在执行过程中的各种问题，协调跟进问题的解决；7.HRBP团队管理，传承公司文化和价值观，保证组织的持续健康成长；8.保证信息有效传递，主动做好团队组织和人的沟通。,"要求：1. 全日制本科及以上学历；.2. 5年以上HR经验，其中，人力资源全面管理或HRBP经验3年以上；3熟悉人力资源的流程体系，擅长招聘/培训/员工关系模块，对薪酬绩效等模块熟悉；3. 具有较强的亲和力、沟通影响力、统筹策划能力、执行力和独立工作能力；4. 逻辑思维能力强，抗压能力强，事业心责任心强；5. 灵活与原则性的把握能力强，具备良好的学习能力和主动意识，能够主动深入业务，了解业务，对业务部门的需求时刻保持敏感性，能够承担多角色多任务的工作；6.阳光正能量，积极进取，良好的团队协作精神；7. 高度认同公司企业文化和价值观。
",人力资源中心,不限,CHO\业务总经理,30人,,1000-2000人,90%,
HRBP（DBG CMO）(J17413),"10-12万
                                        

"," 
北京
",统招本科,1年以上,语言不限,年龄不限,"午餐补助,免费班车,上市公司,公司规模大,通讯津贴,",工作职责:1、全面负责HRBP业务，从业务部门和HR专业角度，给出有效的HR解决方案；2、协助负责该组织培训工作，包括需求检讨、培训方案制定、培训实施、效果评估等；3、协助负责该组织的人才招募工作，包括人员需求检讨、招聘及人员补充计划的、协助进行招聘的实施以及招聘渠道的拓展工作；4、协助负责该组织的绩效管理工作，包括KPI的搜集、跟踪KPI完成情况、组织年中/年终的绩效考核工作以及后续绩效反馈工作。5、协助负责该组织的职级评定工作，包括每年度的人员技术职级晋升。6、协助负责该组织各类员工面谈及员工关系案件处理工作。,"资格:1.教育背景：“211”本科毕业，人力资源管理、理工科等相关专业均可；2.工作经验：HR从业经历1年以上，有独立担当招聘项目经验者优先；3.技能要求：熟练使用办公软件，PPT、PS优异者优先。
                            ",CHRO,不限,无,0人,IT服务/系统集成,10000人以上,30%,
HRBP（业务伙伴）,"12-24万
                                        

"," 
北京
",统招本科,3年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,弹性工作,领导好,扁平管理,管理规范,技能培训,岗位晋升,五险一金,团队聚餐,",岗位职责：1、负责公司全岗位招聘工作，完成招聘任务；2、组织新员工的入职培训、关键人才管理；3、推动落实企业文化，建设良好工作氛围；4、参与组织架构诊断：根据业务发展规划，对现有组织架构进行诊断，并提出优化建议；5、人才盘点与储备：定期进行部门内的人才盘点，完成人才盘点方案和实施步骤，分层评估并储备人才，促进内部人才的梯队建设； 6、核心人才培养和发展：根据业务发展需要，选拔和培养核心人才，跟踪个人发展计划，维护区域内核心人才库。,"要求：1、正规统招本科及以上学历，985、211优先，人力资源或管理类相关专业优先；2、善于沟通，乐观积极，抗压能力强，有良好的团队协作精神；3、3年以上IT软件互联网相关工作经验，移动互联网工作经验者优先。
                            ",人力资源部,不限,HRD,0人,,100-499人,80%,
HRBP/人力资源合作伙伴,"面议
                                        

"," 
上海
",统招本科,6年以上,语言不限,年龄不限,"带薪年假,绩效奖金,五险一金,管理规范,定期体检,",岗位职责：provides strong drive and coordination for all HR activities in the responsible line organizations at site.familiar with the key HR processes and functions in the company and ensures that these are taken into account at the local level as far as possible. ,"要求：Ability to collaborate in the Company HR business model
                            ",HR,不限,无,0人,专业服务(咨询/财会/法律/翻...,1-49人,30%,
广州区域-人力资源专员（HRBP）,"9-12万
                                        

"," 
广州
",统招本科,1年以上,语言不限,年龄不限,"发展空间大,上市公司,绩效奖金,带薪年假,定期体检,五险一金,生育补贴,优秀员工奖,周末双休,年终奖金,旅游津贴,午餐补助,",工作职责:主要负责所在项目的招聘、培训、薪酬福利方面的实操工作。,"资格:1、本科以上学历，1-3年HRBP相关工作经验；2、熟悉人力资源六大模块的工作内容，协助完成招聘、培训、员工关系、考勤等工作；3、良好的职业操守、责任心、敬业度、领导力和团队精神。 
                            ",广州公司,不限,无,0人,房地产开发/建筑/建材/工程,10000人以上,30%,
HRBP/人力资源经理,"14-28万
                                        

"," 
深圳
",统招本科,5年以上,语言不限,年龄不限,"年底双薪,绩效奖金,带薪年假,午餐补助,定期体检,弹性工作,年度旅游,五险一金,公司提供专车,团队聚餐,领导好,岗位晋升,技能培训,管理规范,公司规模大,发展空间大,",岗位职责：1、对目标部门的人力资源全面管理，并在此基础上了解业务战略并促进人力资源战略的有效规划和实施 ；2、作为业务控部门的合作伙伴，为目标部门提供强有力的人员供给以及搭建人员梯队 ；3、参与目标部门的会议及业务活动，将人力资源管理与目标部门的业务管理有效结合；4、搭建目标部门各类组织、层级、人员配置合理性，协助组织架构调整，并提出有效合理的建议 ；5、目标部门招聘渠道的建立、参与目标部门的会议及业务活动，将人力资源管理与目标部门的业务管理有效结合；6、建立员工沟通机制，关注员工沟通与思想动态，促进公司以及目标部门跟员工的沟通 ；7、不断关注国家及地区相关劳动规定，协助建立和完善劳动风险监控机制，建立和谐员工关系；,"资格: 1、本科及以上学历，人力资源相关专业优先； 2、HR全面管理职务2年以上，或专职招聘/专职培训/专职员工关怀中的任一种工作经历3年以上； 3、擅长招聘、培训、员工关怀；灵活与原则性的把握能力较强，执行力强。 4、积极主动、责任心强，具备较强的压力承受能力、良好的职业素养与团队协作精神； 5、英文沟通顺畅、金融猎头经历背景优先；
                            ",人力资源部,不限,无,0人,基金/证券/期货/投资,1000-2000人,30%,
HRBP（强招聘）,"15-23万
                                        

"," 
深圳-南山区
",大专及以上,3年以上,语言不限,年龄不限,"股票期权,绩效奖金,交通补助,节日礼物,领导好,岗位晋升,发展空间大,休闲餐点,",职位描述：岗位职责：1、根据现有编制及业务发展需求，协调、统计各部门的招聘需求，编制年度人员招聘计划； 2、建立和完善公司的招聘流程和招聘体系； 3、利用各种招聘渠道发布招聘广告，寻求招聘机构； 4、执行招聘、甄选、面试、选择、安置工作；5、进行聘前测试和简历甄别工作； 6、充分利用各种招聘渠道满足公司的人才需求； 7、建立后备人才选拔方案和人才储备机制。,"要求：1、人力资源、管理学、心理学或相关专业大学本科以上学历；2、受过现代人力资源管理技术、劳动法律法规、财务会计基本知识等方面的培训；3、3年以上企业招聘工作经验，对人才的发现与引进、组织与人员调整、员工职业生涯设计等具有丰富的实践经验；4、对人力资源管理事务性工作有娴熟的处理技巧，熟悉企业的招聘流程及各种招聘渠道；5、熟悉计算机操作办公软件及相关的人事管理软件；6、人际关系良好，具备很强的责任感和事业心，较高的敏感度及一定的判断能力；7、 性格外向，有良好的职业道德和职业操守，擅于沟通与协调，良好的团队合作意识；8、有金融或大数据行业经验者优先考虑
                            ",人力资源部,不限,HRM,0人,互联网/移动互联网/电子商务,100-499人,47%,
高级HRBP (MJ000872),"16-23万
                                        

"," 
北京-西城区
",本科及以上,3年以上,语言不限,年龄不限,"年底双薪,绩效奖金,带薪年假,管理规范,技能培训,岗位晋升,五险一金,发展空间大,公司规模大,",岗位职责：1.协助驻点部门的各项管理工作，确保各项规章制度有效执行；同时对于部门存在的管理问题，并且有能力推动变革；2.负责主持驻点部门的文化建设，通过主持活动和会议、即时事件报道等传播正能量，统一思想和目标，进而增加团队凝聚力；3.关注驻点部门员工的工作状态，HRBP及时发现问题，并且进行干预和激励，确保员工工作状态；4.从人力资源专业角度及时为驻点部门提供人才培养、团队梯队建设支持；负责协调驻点部门员工和公司人力资源部、行政部的各项事宜，确保人事行政相关事宜顺畅运行。,"资格：1.本科及以上学历，专业不限；2.3年以上人力资源相关工作经验，熟悉招聘及员工关系；3.工作积极主动、细心、责任心强、沟通协调能力强，较强的抗压能力；4.熟悉相关劳动法律法规，精通人力资源管理的系统知识，具备较强的项目组织、规划能力。完善的其他福利：◎ 五险一金，年底双薪，绩效奖金，股票期权，带薪年假◎ 总部提供专业技能、管理能力培训◎ 传统节日、生日礼品礼券◎ 一经录用签订劳动合同◎ 在职满两年的优秀员工可获赠在职研究生项目的免费培训◎ 每年享受带薪年假、法定节假日等福利◎ 富有趣味和挑战性的工作任务◎ 愉悦的工作环境及平衡的工作生活◎ 良好的工作关系及优秀的团队◎享有团队建设活动，注重个人职业发展及晋升高顿教育将为您提供良好的发展空间：能力在高顿施展！潜力在高顿发挥！知识在高顿收获！价值在高顿体现！美好的未来，高顿帮你来实现！欢迎加入高顿教育
",人力资源部,不限,无,0人,教育/培训/学术/科研/院校,1000-2000人,51%,
HRBP,"12-18万
                                        

"," 
北京
",本科及以上,3年以上,语言不限,年龄不限,"交通补助,午餐补助,弹性工作,扁平管理,全勤奖,优秀员工奖,","岗位职责：1.根据企业业务发展需求，协调、统计各部门的招聘需求，编制年度人员招聘计划； 　　2.开发、维护、评估、分析各招聘渠道（包括但不仅限于校园、网络、猎头渠道）； 　　　　　3.执行高端岗位招聘、甄选、面试、选择、安置等工作； 　　4.完善的招聘团队，给予HRBP的招聘工作专业的指导和支持。职位要求1.人力资源、管理或相关专业本科以上学历。接受过现代人力资源管理技术、劳动法律法规方面的培训；2.8年以上HR领域工作经验，3年以上全职招聘工作经验。熟悉各类招聘渠道，擅于灵活用工方式；3.熟悉互联网行业，对于快速发展的企业，有相应的招聘策略。4.擅长高端岗位招聘，满足公司对高层岗位的需求，有猎头经验优先。
                            ",,人力资源中心,不限,无,0人,,100-499人,65%,
HRBP总监/高级经理（战略发展中心方向）,"24-48万
                                        

"," 
杭州
",统招本科,8年以上,语言不限,年龄不限,"平台好,发展空间大,","职责描述：岗位职责：1、深入贴近战略发展中心业务进展及人力现状，制定HR策略及计划并能有效落地，从而保障组织效能不断提升；2、组织内中坚管理能力的培养及打造，促进管理意识与能力的不断增强； 3、公司文化传承，打造良好的沟通渠道与机制，以保障组织更持续健康成长； 4、部门核心人才的配置与发展工作。岗位要求：1、统招全日制本科及以上学历；2、3年以上中等规模公司（500人以上）人力资源全模块管理经验，有大区HRBP经验优先；3、具备极强的责任心和原则性，良好的人际沟通及协调能力； 4、熟悉人力资源各大模块，至少精通其中两个模块，并具备丰富的实务操作经验； 5、具备敏锐的观察力，分析能力与团队合作精神。
                            ",,人力资源部,不限,无,0人,采掘/冶炼/矿产,500-999人,80%,
HRBP总监/高级经理（营销中心方向）,"24-48万
                                        

"," 
南京
",统招本科,8年以上,语言不限,年龄不限,"平台好,发展空间大,","岗位职责：1、深入了解营销中心业务进展及人力现状，制定HR策略及计划并能有效落地，从而保障组织效能不断提升； 2、组织内中坚管理能力的培养及打造，促进管理意识与能力的不断增强； 3、公司文化传承，打造良好的沟通渠道与机制，以保障组织更持续健康成长； 4、部门核心人才的配置与发展工作。岗位要求：1、统招全日制本科及以上学历；2、3年以上中等规模公司人力资源管理经验，有营销部门BP经验； 3、具备极强的责任心和原则性，良好的人际沟通及协调能力； 4、熟悉人力资源各大模块，至少精通其中两个模块，并具备丰富的实务操作经验； 5、具备敏锐的观察力，分析能力与团队合作精神。
                            ",,人力资源部,不限,无,0人,采掘/冶炼/矿产,500-999人,80%,
HRBP总监/高级经理（项目管理中心方向）,"24-48万
                                        

"," 
杭州
",统招本科,8年以上,语言不限,年龄不限,"平台好,发展空间大,","岗位职责：1、深入了解项目管理中心业务进展及人力现状，制定HR策略及计划并能有效落地，从而保障组织效能不断提升；2、组织内中坚管理能力的培养及打造，促进管理意识与能力的不断增强； 3、公司文化传承，打造良好的沟通渠道与机制，以保障组织更持续健康成长； 4、部门核心人才的配置及发展工作。岗位要求：1、统招全日制本科及以上学历；2、3年以上中等规模公司人力资源管理经验或HRBP经验，熟悉项目管理或有工程项目类人资背景优先；3、具备极强的责任心和原则性，良好的人际沟通及协调能力； 4、熟悉人力资源各大模块，至少精通其中两个模块，并具备丰富的实务操作经验； 5、具备敏锐的观察力，分析能力与团队合作精神。
                            ",,人力资源部,不限,无,0人,采掘/冶炼/矿产,500-999人,80%,
HRBP总监/高级经理（设计研究院方向）,"24-48万
                                        

"," 
杭州
",统招本科,8年以上,语言不限,年龄不限,"平台好,发展空间大,",职责描述：1、全面负责设计研究院的人力资源工作，了解设计研究院核心定位及发展方向，深入贴近设计研究院业务进展及人力现状，制定HR策略及计划并能有效落地，从而保障组织效能不断提升； 2、设计研究院内中坚管理能力的培养及打造，促进管理意识与能力的不断增强； 3、公司文化传承，打造良好的沟通渠道与机制，以保障组织更持续健康成长； 4、设计研究院核心人才的配置及发展工作。,"要求：1、统招全日制本科及以上学历；2、3年以上中等规模公司人力资源管理经验或HRBP经验，有设计研究院工作背景（工科背景优先）；3、具备极强的责任心和原则性，良好的人际沟通及协调能力； 4、熟悉人力资源各大模块，至少精通其中两个模块，并具备丰富的实务操作经验； 5、具备敏锐的观察力，分析能力与团队合作精神。
                            ",人力资源部,不限,无,0人,采掘/冶炼/矿产,500-999人,80%,
HRBP,"10-20万
                                        

"," 
北京
",统招本科,3年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,弹性工作,领导好,扁平管理,管理规范,技能培训,岗位晋升,五险一金,团队聚餐,",岗位职责：1、负责公司营销中心的人力资源管理工作；2、负责营销中心的招聘管理工作，完成招聘任务；3、组织新员工的入职培训、关键人才管理；4、推动落实企业文化，建设良好工作氛围；5、参与组织架构诊断：根据业务发展规划，对现有组织架构进行诊断，并提出优化建议；6、人才盘点与储备：定期进行部门内的人才盘点，完成人才盘点方案和实施步骤，分层评估并储备人才，促进内部人才的梯队建设； 7、核心人才培养和发展：根据业务发展需要，选拔和培养核心人才，跟踪个人发展计划，维护区域内核心人才库。,"要求：1、正规统招本科及以上学历，985、211优先，人力资源或管理类相关专业优先；2、善于沟通，能够有效的处理销售人员遇到的压力，有丰富的销售招聘能力；3、3年以上IT软件互联网相关工作经验，移动互联网工作经验者优先。
                            ",人力行政部,不限,HRD,0人,,100-499人,80%,
