职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
人力资源部副总经理,"面议
                                        

"," 
杭州
",本科及以上,8年以上,语言不限,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,绩效奖金,交通补助,通讯津贴,午餐补助,定期体检,管理规范,五险一金,生育补贴,优秀员工奖,",职责描述：1、协助完善各项人力资源管理制度、流程，并根据需要及时进行调整、修改的报批工作；2、协助做好人才队伍建设，负责监督下属企业按时完成控股总部制定的各项人力资源工作；3、具体承担薪酬绩效、招聘、培训其中一个岗位的具体职责。,"要求：1、40岁以下, 大学本科或以上学历，人力资源管理、心理学或工商管理等相关专业；2、10年以上大型集团公司工作经验，其中有部门负责人工作经验3年以上，熟练掌握人力资源各个模块和流程。
",人力资源部,不限,无,0人,房地产开发/建筑/建材/工程,10000人以上,30%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源主管/副经理,"12-18万
                                        

"," 
中山
",统招本科,3年以上,语言不限,年龄不限,"年底双薪,绩效奖金,带薪年假,定期体检,年度旅游,岗位晋升,技能培训,五险一金,",职责描述：1、协助上级完成公司人力资源的模块工作；2、协助上级做好各项人力数据统计及分析工作；3、领导交办的其他事务；,"要求：1、本科以上学历，人力资源、行政管理、心理学或相关专业毕业；2、3年以上人事管理工作经验，有猎头公司或大型房地产公司同职位者优先考虑；3、具备人力资源管理意识，对人力资源招聘和培训模块有较丰富的经验；4、做事积极主动，执行能力强，具备较好的语言和书面表达能力。
                            ",中山公司,不限,无,0人,房地产开发/建筑/建材/工程,2000-5000人,50%,
人力资源与行政管理经理,"10-14万
                                        

"," 
杭州-西湖区
",本科及以上,5年以上,普通话,年龄不限,"五险一金,交通补助,定期体检,带薪年假,节日礼物,年度旅游,",职责描述：负责区域公司的人力资源与行政管理工作，区域公司覆盖范围为浙江、福建。目前部门人员数为8人，公司员工数2000多人。,"要求：1、本科学历，管理类专业；2、6年以上人力资源管理工作经验，熟悉人力资源管理六大模块，尤其在培训及招聘方面。具有服务行业及IT行业的人员优先考虑；3、具有良好的抗压能力及问题解决能力。年薪12-15万，年终奖金4-6个月工资。
                            ",,不限,无,0人,房地产服务(物业管理/地产经...,1000-2000人,30%,
人力资源与行政管理部经理,"12-18万
                                        

"," 
杭州
",统招本科,6年以上,语言不限,年龄不限,"年底双薪,绩效奖金,带薪年假,年度旅游,节日礼物,五险一金,定期体检,岗位晋升,公司规模大,发展空间大,领导好,",职责描述：负责区域公司的人力资源与行政管理工作，区域公司覆盖范围为浙江、福建。目前部门人员数为8人，公司员工数2000多人。,"要求：1、本科学历，管理类专业；2、6年以上人力资源管理工作经验，熟悉人力资源管理六大模块，尤其在培训及招聘方面。具有服务行业及IT行业的人员优先考虑；3、具有良好的抗压能力及问题解决能力。
                            ",人力行政部,不限,总经理,8人,房地产服务(物业管理/地产经...,1000-2000人,30%,
人力资源高级/业务经理,"面议
                                        

"," 
上海
",本科及以上,8年以上,普通话,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,午餐补助,500强,上市公司,发展空间大,",岗位职责：1.预测公司现阶段及中长期人力需求情况，组织拟定并实施人力资源各项专业规划及策略。2.根据业务需要编制公司及项目人员需求计划，综合各种招聘渠道资源，及时提供有质量的城市公司各级人员和项目管理人员。3.在总部支持下，建立和维护项目所在地及预期发展区域当地招聘渠道和资源，建立公司区域外部人才资源信息库。4.员工培训发展，建立完善员工培训体系， 负责公司管理团队人员、关键岗位职业生涯发展规划，建立专业人才梯队。5.领导交办的其他事宜，完成领导交办的其他事项。,"要求：1.全日制统招重点本科或以上学历，211、985院校优先，管理类相关专业毕业。2.地产公司人事工作经历8年，相同相似岗位3年左右。3.较好的文字处理能力，报告撰写能力4.熟悉国家及当地的劳动法律法规，对基础的各项人事手续的流程熟知，对人事咨询公司的业务模块有一定的认知。5.office运用熟练6.亲和力、敬业度、公正有原则
                            ",人力资源部,不限,无,0人,房地产开发/建筑/建材/工程,100-499人,62%,
人力资源总监总经理助理,"24-48万
                                        

"," 
深圳
",硕士及以上,5年以上,语言不限,年龄不限,"定期体检,管理规范,五险一金,领导好,带薪年假,绩效奖金,通讯津贴,岗位晋升,发展空间大,",人力资源总监总经理助理岗位职责：1、建立、健全公司人力资源管理体系，制定公司人力资源管理制度和文件。检查、监督和执行人力资源管理制度和文件，并且对制度文件不断修订完善。2、根据公司中长期人力资源发展规划与年度目标，负责组织制订人力资源年度计划并组织实施；指导并监督人力资源规划工作的开展，保证公司人力资源供给和高效利用，促进公司经营目标和长远目标的实现。3、负责组织公司组织架构、部门职责、岗位说明书的分析，并根据公司决议完成相应调整与更新；负责组织建立公司岗位管理体系及干部管理体系；负责审批各部门岗位设置。4、负责调查分析公司内、外薪酬情况，提出的薪酬改进建议，优化薪酬比例结构。负责制订公司管理人员指标的设计和考核，绩效数据的统计分析，并给管理层提供方案与建议，推动绩效管理工作在全公司范围的实施并参与和监督各部门绩效指标制定和考核。5、负责建立和完善公司的招聘流程和招聘体系，审批公司招聘计划和实施方案，监督招聘计划推行，负责公司中高层人员招聘，保证公司各需求人员按时到岗。建立后备人才选拔方案和人才储备机制。6、负责建立高效的培训组织体系，组织完善培训管理制度，提供系统有效、有针对性、可持续提升、前瞻性的培训；负责公司年度、季度、月度培训计划，并监督实施，建立标准化书面教材，提升员工技能，为公司的发展不断输出人才。7、深化与宣传公司企业文化，将企业文化落实到企业管理制度与管理规范中；8、及时处理公司管理过程中的重大人力资源问题；9、完成总经理临时交办的各项工作任务。,"资格：1、全日制硕士及以上学历，人力资源、企业管理等相关专业，取得国家一级及以上人力资源管理师资格证。2、管理经验：十年以上企业管理岗位经验，在人力资源总监的岗位持续工作经历不低于八年。3、对现代企业人力资源管理模式有系统的了解和实践，熟悉人力资源日常管理工作流程；对人力资源战略规划、人才的引进、薪酬福利设计、绩效激励考核、员工培训、员工职业生涯设计等方面具有丰富的实践经验。4、熟悉国家、企业关于合同管理、薪金制度、用人机制、保险福利待遇、培训等方面的法律法规及政策。5、具备优秀沟通、协调能力，具有较强的语言和文字表达能力。6、懂人性，懂心理学和哲学精要，具有解决复杂问题的能力，具备独立工作能力及良好的工作推进能力；7、很强的激励、沟通、协调、团队领导能力，责任心、事业心强，具备良好的管理能力和决策能力。
",人力资源部,不限,无,0人,政府/公共事业/非营利机构,100-499人,,
人力资源主管/培训副经理,"7-10万
                                        

"," 
长沙-开福区
",大专及以上,3年以上,语言不限,20-35岁,"年度旅游,管理规范,500强,公司规模大,休闲餐点,团队聚餐,节日礼物,午餐补助,岗位晋升,五险一金,发展空间大,优秀员工奖,带薪年假,","岗位描述：（特别优秀人才可考虑副经理岗位）1、完善培训管理制度；2、组织新员工入职培训；3、企业文化：组织员工活动；4、协助招聘工作。岗位要求：（在购物中心、百货、商业综合体行业有相关工作经验者优先考虑）1、32岁以下，本科及以上学历，管理类相关专业；2、大中型企业同岗位2年以上工作经验；有独立开展培训活动策划、实施，能独立授课；3、熟练使用Office软件及办公设备；4、高度的工作热情、责任感，良好的团队合作精神、执行能力、文字能力、语言表达能力、主动解决问题能力。
                            ",,人事部,不限,行政人力资源部经理,0人,房地产开发/建筑/建材/工程,100-499人,77%,
人力资源副总经理,"面议
                                        

"," 
上海
",本科及以上,10年以上,英语 + 普通话,年龄不限,"年底双薪,带薪年假,午餐补助,五险一金,上市公司,岗位晋升,","1.根据公司经营战略，规划公司人力资源的整体发展，制订与公司经营战略相匹配的人力资源规划，包括组织架构设计、绩效考核、薪酬管理、人员配备、员工培训管理等功能模块；2.建立并维护人力资源管理规章制度和流程，提升员工的工作积极性，增强公司团队凝聚力，提高工作效率；3.分析岗位需求、不断完善岗位职责，定岗定编，引导公司各部门建立明确的岗位职责；4.建立员工能力素质模型，分析员工培训与发展需求，制定年度培训计划并组织培训工作，以提高员工的综合能力及专业技术能力；5.负责人力资源部的组织管理，对部门员工的工作目标、工作计划及结果进行检查与考核；6.根据公司国际化战略布局，实施有效的跨国性人力资源管理模式，配合业务需标制定人力资源中、长期规划；7.根据公司国际化的发展规划需求，实施有效的人力资源信息化建设；8.负责公司投资并购企业的人力资源相关尽职调查；9.公司企业文化建设和导入管理，打造有吸引力、归属感的公司文化氛围。职位要求：1.英语水平较好，两年以上人力资源部负责人工作经验，拥有快速消费品、农业或大型上市公司经验者优先；2.熟知国家相关劳动、合同法规政策，对薪酬福利等方面的能做出合理规划解析，对现代企业人力资源管理模式有系统的了解和实践经验积累，对人力资源战略规划、人才的挖掘与引进、绩效考核、岗位培训、员工职业生涯设计等操作具有丰富的实践经验；3.忠诚、正直，工作细致、认真、有担当；具有良好的团队意识，有很强的服务意识，具有良好的品格与职业操守，出众的领导管理才能，且团队组织协调能力强。
                            ",,人力资源部,不限,无,0人,农/林/牧/渔,1000-2000人,97%,
人力资源中心总经理助理,"

我感兴趣 请联系我
","
上海-长宁区
        ",硕士,5年经验,,,,"
       1.协助总经理进行人力资源管理规划和实施。
2.负责投资并购人力资源尽调及整合。
3.负责人力资源系统项目管理。
，4.负责海外事业部hrbp。


要求，英文流利，最好有海外学习工作经历，可出差
      ",,,,,,,,,
人力资源系统管理经理/主管,"10-12万
                                        

"," 
广州-天河区
",本科及以上,3年以上,英语 + 普通话 + 粤语,年龄不限,"领导好,技能培训,岗位晋升,发展空间大,","岗位职责:1. 公司人力资源系统的优化、日常运维及管理，确保系统的正常运转与使用；2. 建立公司人力资源统计指标体系，负责相关数据的搜集、整理与统计分析，参与撰写相关研究分析报告；3. 完成日常HR相关数据台账及专项统计分析报表，确保各类数据信息的准确无误；4. 负责保障E-HR的日常运作及解答用户使用过程的咨询与答疑；5. 从E-HR系统的需求整理、协调开发、维护并指导系统上线的使用。岗位要求：1. 本科或以上学历，人力资源管理、计算机、统计相关专业；2. 有3年以上人力系统管理或人力数据分析相关经验；需有人力资源管理领域的工作经验（必备）3. 有浪潮系统或类似产品的实施经验、熟悉PL/SQL数据库编程者优先；4. 能熟练运用各类办公软件（word/excel/powerpoint/visio等)，精通excel各类函数公式；5. 对数据敏感，关注细节，有较强的逻辑思维能力和数据分析能力；6. 敬业奉献，有良好的学习能力及沟通能力。
                            ",,人力资源部,不限,无,0人,百货/批发/零售,2000-5000人,83%,
人力资源经理/人力资源主管,"12-24万
                                        

"," 
杭州-下城区
",大专及以上,3年以上,语言不限,年龄不限,"绩效奖金,交通补助,午餐补助,通讯津贴,带薪年假,年度旅游,五险一金,员工宿舍,团队聚餐,",岗位职责：1、根据公司总体业务发展需要，协调、统计各部门的招聘需求，编制年度人员招聘计划；2、团队招聘指标任务的分解、达成，团队成员的带教与培训；3、管理招聘、甄选、面试、选择、安置工作，带领团队充分利用各种招聘渠道满足公司的人才需求；4、校招工作的开展以及校企合作关系的建立与维护。5、统筹管理人事、行政部门的全部工作，对人力资源专员和行政专员的工作进行统筹规划与指导。 ,"要求：1、人力资源、心理学、管理学相关专业毕业，3年以上招聘管理经验；2、熟悉企业招聘流程及各种招聘渠道，善于维护渠道合作伙伴关系；3、热情勤奋，认同公司企业文化，以服务和结果为导向；4、完成领导交代的其他临时任务。
",人资部,不限,无,0人,教育/培训/学术/科研/院校,1000-2000人,92%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源经理-工厂（宜昌）,"12-22万
                                        

"," 
荆州
",本科及以上,10年以上,语言不限,年龄不限,"绩效奖金,带薪年假,节日礼物,发展空间大,公司规模大,五项社保,工作餐,节假日福利,乐器学习环境,职业发展系统,薪资有竞争力,外企工作平台,工作环境宽松,",岗位职责：1、整合中国区域九大工厂人力资源管理系统，定期分析在管理实践中出现的问题，并不断改进。以实现人力资源管理系统化、规范化、标准化；2、推动人力资源管理变革，搭建人力资源各模块管理体系，制定相关政策/制度，并不断总结改进；3、制定人力资源供给计划及目标，并带领团队完成，以保证人力资源数量、质量满足组织发展需求；4、对人力成本现状进行科学分析，制定合理控制方案及目标，并推广实施；5、协助管理层进行企业文化提炼，并建立有效的传播网络及推广体系；6、根据组织发展战略、组织管理中出现的问题制定各项人力资源支持规划；7、推行人事管理信息化系统运行及合用。,"要求：1、从事大型制造行业人力资源10年以上，人力资源经理职位5年以上经验；2、主导过培训体系建设、组织架构设计、薪酬、绩效、企业文化体系搭建；3、有HR管理系统推行经验、执行经验；4、优秀的沟通及影响能力、变革管理能力、解决复杂问题能力、领导力；5、优秀的专业深度及广度，掌握前沿的人力资源管理理论，熟知人力资源管理实践操作流程、国家法律法规。
                            ",工厂,不限,人力资源总监,20人,百货/批发/零售,10000人以上,30%,
人力资源经理-工厂（宜昌）,"12-22万
                                        

"," 
恩施
",本科及以上,10年以上,语言不限,年龄不限,"绩效奖金,带薪年假,节日礼物,发展空间大,公司规模大,五项社保,工作餐,节假日福利,乐器学习环境,职业发展系统,薪资有竞争力,外企工作平台,工作环境宽松,",岗位职责：1、整合中国区域九大工厂人力资源管理系统，定期分析在管理实践中出现的问题，并不断改进。以实现人力资源管理系统化、规范化、标准化；2、推动人力资源管理变革，搭建人力资源各模块管理体系，制定相关政策/制度，并不断总结改进；3、制定人力资源供给计划及目标，并带领团队完成，以保证人力资源数量、质量满足组织发展需求；4、对人力成本现状进行科学分析，制定合理控制方案及目标，并推广实施；5、协助管理层进行企业文化提炼，并建立有效的传播网络及推广体系；6、根据组织发展战略、组织管理中出现的问题制定各项人力资源支持规划；7、推行人事管理信息化系统运行及合用。,"要求：1、从事大型制造行业人力资源10年以上，人力资源经理职位5年以上经验；2、主导过培训体系建设、组织架构设计、薪酬、绩效、企业文化体系搭建；3、有HR管理系统推行经验、执行经验；4、优秀的沟通及影响能力、变革管理能力、解决复杂问题能力、领导力；5、优秀的专业深度及广度，掌握前沿的人力资源管理理论，熟知人力资源管理实践操作流程、国家法律法规。
                            ",工厂,不限,人力资源总监,20人,百货/批发/零售,10000人以上,30%,
人力资源经理-工厂（宜昌）,"12-22万
                                        

"," 
武汉
",本科及以上,10年以上,语言不限,年龄不限,"绩效奖金,带薪年假,节日礼物,发展空间大,公司规模大,五项社保,工作餐,节假日福利,乐器学习环境,职业发展系统,薪资有竞争力,外企工作平台,工作环境宽松,",岗位职责：1、整合中国区域九大工厂人力资源管理系统，定期分析在管理实践中出现的问题，并不断改进。以实现人力资源管理系统化、规范化、标准化；2、推动人力资源管理变革，搭建人力资源各模块管理体系，制定相关政策/制度，并不断总结改进；3、制定人力资源供给计划及目标，并带领团队完成，以保证人力资源数量、质量满足组织发展需求；4、对人力成本现状进行科学分析，制定合理控制方案及目标，并推广实施；5、协助管理层进行企业文化提炼，并建立有效的传播网络及推广体系；6、根据组织发展战略、组织管理中出现的问题制定各项人力资源支持规划；7、推行人事管理信息化系统运行及合用。,"要求：1、从事大型制造行业人力资源10年以上，人力资源经理职位5年以上经验；2、主导过培训体系建设、组织架构设计、薪酬、绩效、企业文化体系搭建；3、有HR管理系统推行经验、执行经验；4、优秀的沟通及影响能力、变革管理能力、解决复杂问题能力、领导力；5、优秀的专业深度及广度，掌握前沿的人力资源管理理论，熟知人力资源管理实践操作流程、国家法律法规。
                            ",工厂,不限,人力资源总监,20人,百货/批发/零售,10000人以上,30%,
人力资源经理-工厂（宜昌）,"12-22万
                                        

"," 
襄阳
",本科及以上,10年以上,语言不限,年龄不限,"绩效奖金,带薪年假,节日礼物,发展空间大,公司规模大,五项社保,工作餐,节假日福利,乐器学习环境,职业发展系统,薪资有竞争力,外企工作平台,工作环境宽松,",岗位职责：1、整合中国区域九大工厂人力资源管理系统，定期分析在管理实践中出现的问题，并不断改进。以实现人力资源管理系统化、规范化、标准化；2、推动人力资源管理变革，搭建人力资源各模块管理体系，制定相关政策/制度，并不断总结改进；3、制定人力资源供给计划及目标，并带领团队完成，以保证人力资源数量、质量满足组织发展需求；4、对人力成本现状进行科学分析，制定合理控制方案及目标，并推广实施；5、协助管理层进行企业文化提炼，并建立有效的传播网络及推广体系；6、根据组织发展战略、组织管理中出现的问题制定各项人力资源支持规划；7、推行人事管理信息化系统运行及合用。,"要求：1、从事大型制造行业人力资源10年以上，人力资源经理职位5年以上经验；2、主导过培训体系建设、组织架构设计、薪酬、绩效、企业文化体系搭建；3、有HR管理系统推行经验、执行经验；4、优秀的沟通及影响能力、变革管理能力、解决复杂问题能力、领导力；5、优秀的专业深度及广度，掌握前沿的人力资源管理理论，熟知人力资源管理实践操作流程、国家法律法规。
                            ",工厂,不限,人力资源总监,20人,百货/批发/零售,10000人以上,30%,
人力资源经理/主管（总部）,"5-10万
                                        

"," 
重庆-江北区
",大专及以上,3年以上,语言不限,年龄不限,"发展空间大,绩效奖金,带薪年假,全勤奖,优秀员工奖,节日礼物,岗位晋升,领导好,年度旅游,管理规范,技能培训,",职责描述：1、协助制定公司人力资源整体战略规划；2、协助起草、修改和完善人力资源相关管理制度和工作流程；3、监督控制各部门绩效评价过程并不断完善绩效管理体系，提出激励计划和具体实施办法，完善激励机制提出建议，负责薪酬计发管理为薪酬决策提供支持；4、制定招聘方案和计划，开展招聘工作；5、制定培训计划，实施培训方案，组织完成培训工作和培训后的情况跟踪，完善培训体系；6、受理员工投诉，处理劳动争议、纠纷，进行劳动诉讼；7、参与组织架构、岗位架构、部门只能说明书、岗位说明书的编写、审核各部门职能说明书与岗位说明书；8、参与本部门的日常事务管理工作，协助完成本部门员工工作考核、激励及部门资金的预算和控制等工作；9、指导规划员工活动，协助推动公司理念及企业文化的形成；,"要求：1.大专以上学历。2.3年以上人力资源经理/主管工作经验，3. 熟悉人力资源管理工作思路和流程，擅长招聘和培训环节；4 熟悉国家、地区及企业关于合同管理、薪金制度、用人机制、保险福利待遇等相关政策；5.抗压能力强，做事效率高，善于处理人际关系。人事主管岗：根据能力实际可最高定薪6000元/月，试用期三个月最高定薪4800元/月。优秀者可申请提前转正，视候选人实际能力与岗位匹配程度面议定薪。人事经理岗：根据能力实际可最高定薪10000元/月，试用期三个月最高定薪8000元/月。优秀者可申请提前转正，视候选人实际能力与岗位匹配程度面议定薪。公司每年薪资晋级评定两次，档级晋升按照公司标准和个人业绩结合评定。对岗位投递简历者，视为与其职业期望薪酬匹配，非诚请勿扰！谢谢！）
                            ",人资部,不限,无,2人,银行,100-499人,97%,
人力资源经理/hrbp/招聘经理,"12-24万
                                        

"," 
北京
",统招本科,5年以上,语言不限,年龄不限,"节日礼物,五险一金,岗位晋升,技能培训,管理规范,领导好,午餐补助,带薪年假,",岗位职责：1. 负责部门整体BP工作，主动及时提供专业建议和支持，及时反馈和解决团队发展需求；2. 负责招聘和人才配置优化等工作，保障骨干员工的稳定性；3. 负责新员工落地养成，试用期评审，转正晋升相关工作；4. 贯彻与推行公司的各项人力资源政策，确保人力资源管理工作绩效的同步实现。,"要求：1. 本科以上学历，人力资源或相关专业毕业，相关工作背景者优先；2. 3年以上工作经验，熟练掌握招聘模块，考虑问题从业务角度出发；3. 具备优秀的职业素养，能承受一定的工作压力；4. 优秀的沟通协调能力，具备良好的敬业精神和责任心，工作积极主动。重点：金融、互联网相关背景优先
                            ",人力资源部,不限,无,0人,互联网/移动互联网/电子商务,500-999人,30%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
心理咨询经理（人力资源方向）,"12-30万
                                        

"," 
北京
",统招本科,5年以上,语言不限,年龄不限,"交通补助,通讯津贴,午餐补助,五险一金,公司规模大,管理规范,",岗位职责：1. 依据公司的总体战略目标和发展方向，协助对公司政策进行解读与宣导，起到有效的正确方向引导作用；2. 作为员工与公司的沟通桥梁角色，负责将员工在政策执行过程中的意见及建议收集回馈给相关部门，支持企业发展；3. 负责沟通协调企业与职工的关系，协助企业劳动争议调解委员会的工作；4. 协助人力资源部门进行对员工的个性化访谈，建立并完善员工个性化访谈记录档案；5. 协助人力资源部门对管培生的培育辅导；6. 负责对员工家属提供关爱服务，有针对性的进行走访慰问，为企业员工创造更有力于事业发展的支持。,"要求：1、教育学、心理学、社会学等相关专业本科学历；2、具有相关行业工作、咨询辅导活动的实务经验，对员工心理健康行业发展及运作有一定了解；3、对企业人力资源中处理员工关系有丰富工作经验，善于员工访谈。个人能力：1、沟通能力较强，反应敏锐，气质沉稳，热心员工心理健康辅导职业、具有良好的职业道德情操和责任心；2、善于团队协作，能承受一定的工作压力；3、注重自我成长与专业知识的增长；4、接受过心理咨询或NLP专业教练的专业知识训练，持相关证书；5、可接受出差。
",人力资源部,不限,无,0人,工艺品/珠宝/玩具,2000-5000人,89%,
人力资源经理/HRBP/招聘专家,"9-16万
                                        

"," 
上海
",统招本科,2年以上,语言不限,20-30岁,"绩效奖金,技能培训,岗位晋升,弹性工作,团队聚餐,五险一金,扁平管理,领导好,发展空间大,带薪病假,节日礼物,","我们需要你：1.招聘前：准确充分了解业务部门需求，协助制定招聘计划，定时定期完成各部门招聘需求；依据招聘需求发掘各种招聘渠道，完成招聘计划的同时不断优化现有渠道；结合部门招聘需求做好简历的筛选和分类整合，电话初步沟通和约面；2.招聘中：协调部门面试负责人时间，协同做好面试工作；保持HR的专业度，做好公司形象宣传；记录分析招聘数据，总结招聘过程中存在的问题，并提出合理化建议；整理HR和业务部门面试反馈，及时对应聘者背调、跟进和谈薪；3.招聘后：定期跟进入职同事，了解入职体验和各阶段想法需求，整合相关信息并及时进行反馈；不断了解业务需求，对各部门下阶段人员需求和部门业务发展，提出指导和建议；4.其他：协助HR部门同事办理各种娱乐、培训活动；公司文化建设；人力资源总监安排的其他相关工作。我们期待你：1.优秀的沟通能力，积极乐观，有亲和力，良好的工作习惯；2.对数据敏感，结果导向，逻辑思维能力强；3.有自驱力，抗压能力强，认可招聘工作对于公司的价值并致力于长期从事招聘相关工作；4.本科以上学历，人力资源和泛商科背景，至少1年以上相关工作经验，熟悉整个招聘流程，拥有较丰富的招聘技能和技巧；5.负责过RPO招聘项目、有猎头行业背景、能够主动搜寻和打CC者优先考虑。
                            ",,人力资源部,不限,无,0人,,100-499人,93%,
人力资源经理（校园活动策划）,"12-18万
                                        

"," 
北京
",本科及以上,3年以上,语言不限,年龄不限,"绩效奖金,交通补助,通讯津贴,午餐补助,定期体检,弹性工作,节日礼物,团队聚餐,国企三级,休闲餐点,试用期全薪,五险一金,带薪年假,扁平管理,领导好,防暑降温费,",（一）岗位职责：1、负责产业联盟组织校招活动、校企人才合作与培训、创业大赛与路演等活动的策划和执行工作；2、具有优秀出色的文案策划能力、提案制作和陈述能力；3、具备良好心理素质、积极处事态度，具备一定的项目执行、项目风险把控与全局思维能力，在项目执行中能很好的调动团队积极合作性；4、具备将活动策划方案转化为具体的执行方案能力，细化工作流程，严格按照时间节点和质量要求完成工作；5、有活动策划及执行统筹经验，具有良好的高校关系及拓展维护能力，具备沟通、谈判等能力；（二）,"要求：1、人力资源、市场营销、传播或相关专业本科以上学历，3年以上相关工作经验；2、具备大型活动的现场执行经验，有较强的表达、理解与公关能力以及团队合作精神；3、踏实敬业，个性积极主动，责任心强，具备吃苦耐劳的精神，抗压能力强；4、有高校资源、校招和人力资源背景优先考虑。（三）工作内容：1、组织开展联盟针对会员单位及社会组织的各类专业培训相关工作；2、负责媒体各类宣传的策划与实施工作，宣传文案的编写工作；3、组织实施联盟组织的会议、展会、论坛、研讨会的组织与实施；4、配合开展创新创业大赛的策划、实施工作；5、配合开展联盟校招工作策划与实施工作以及与高校合作开展涉及联盟的社团活动、实习生交流实践基地等工作。（四）人员定位：市场策划执行经理：市场类协助开展校招、创新创业大赛的策划与执行；组织开展联盟策划实施的培训、技术交流沙龙活动；组织开展联盟宣传方案的策划与实施；组织开展联盟参与的外部会议、展会、论坛活动。宣传方面经验丰富、可以牵头负责，将联盟宣传工作体系化、常态化、专业化；有HR工作经验，可以协助开展校园招聘、双创大赛等人才相关工作。
",联盟,不限,无,0人,互联网/移动互联网/电子商务,50-99人,60%,
人力资源经理（产业地产HRBP）,"23-30万
                                        

"," 
广州
",统招本科,5年以上,语言不限,20-35岁,"绩效奖金,带薪年假,午餐补助,定期体检,年度旅游,领导好,扁平管理,五险一金,上市公司,",工作职责:1、体系建设：负责产业地产板块培训体系搭建；负责年度培训需求调研，编制产业地产板块年度培训计划及培训费用预算并组织实施； 2、项目管理：负责重点培训项目策划、组织和实施（管理技能提升专项、内训师专项、对标学习、实战培训体系）；3、培训供应商管理：负责拓展培训渠道和资源，评估外部培训机构及师资；4、内训师体系建设：内部培训师团队的建设，为内部培训师提供咨询和指导，管理日常工作；5、负责产业地产本部员工关系工作。,"资格:1、人力资源管理或相关专业本科以上学历；2、五年以上培训管理与组织实施经验；3、精通现代企业经营管理理念及管理技术，熟悉管理培训资源，管理咨询培训流程及关键步骤；4、具有较强的亲和力和敬业精神，为人正直、诚实，性格开朗；5、思维敏捷，具有较强的组织、协调、沟通能力及分析问题、解决问题的能力，良好的文字和语言表达能力。说明：该岗位主要负责产业地产板块培训、员工关系工作；后续可根据业务发展及个人兴趣调整模块。
",产业发展中心,不限,产业地产HRBP总监,0人,房地产开发/建筑/建材/工程,10000人以上,32%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
