职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
人力资源专员,"面议
                                        

"," 
                                         
                                                
                                                    
                                                    
                                                        慈溪
                                                    
                                                
                                            
                                        ",统招本科,3年以上,语言不限,年龄不限,"定期体检,年度旅游,带薪年假,五险一金,车辆津贴,通讯津贴,扁平管理,年度奖金,节日礼物,免费班车,岗位晋升,管理规范,绩效奖金,技能培训,发展空间大,","1.落实人事调配工作；2.负责制定、完善公司用工、人事管理和人事档案管理等制度；3.办理新员工入离职手续，包括保密协议、合同签订手续的办理；4.办理员工调入、调出手续；5.组织开展公司外部招聘工作；6.在上级指导下，经批准后办理招聘广告的审批手续，联系刊登招聘广告，登记应聘信件；7.参加并落实年度高校招聘会或其他各类招聘会的准备、联系和组织工作；8.组织落实对应聘人员的通知、筛选、评聘等工作；9.承担劳资合同管理工作；10.拟定劳动合同、聘用合同和有关配套制度，办理合同的签订；11.办理公司劳动合同终止和员工解聘手续；12.为符合离、退休条件的员工办理离、退休手续；13.管理公司内部人事档案；14.负责及时整理人事档案，分类上账、装订，建立管理卡片，编制检索目录等工作；15.负责人事档案的建立、查询，调动提档、考核归档及现有人员人事档案信息的及时补充、完善；16.执行人事档案借阅管理制度，履行借阅手续；17.本部门其它日常工作；18.建立、管理员工的人事档案；19.进行员工的考勤管理和奖惩制度的执行；20.指导下属员工制定阶段工作计划并督促执行；21.负责部内员工工作的分配、检查和考核；22.联系、协调和沟通同公司其它单位、部门的业务工作；23.向主管领导汇报工作，接收检查、监督和指导。
                            ",,HR部,不限,人事主管,0人,汽车/摩托车,10000人以上,88%,
人力资源专员,"7-8万
                                        

"," 
武汉
",硕士及以上,经验不限,普通话,20-30岁,"领导好,技能培训,岗位晋升,发展空间大,定期体检,年底双薪,股票期权,绩效奖金,年度旅游,带薪年假,免费班车,公司规模大,团队聚餐,五险一金,",岗位职责:1、协调、办理各类手续（包括入职、离职、变动、续签、合同等）；2、推进部门人员的技能提升项目；3、推进部门工作的标准化运作；4、为员工提供专业的人力资源服务；,"资格:1、统招人力资源相关专业硕士研究生毕业；2、了解人力资源相关政策与法律法规；3、精通人力资源发展的趋势及能把握机会；4、有良好的沟通表达及文字功底；5、1--2年大中型企业人力经验优先。分享微信邮件
                            ",人力资源部,不限,无,0人,房地产开发/建筑/建材/工程,2000-5000人,77%,
人力资源主管,"8-10万
                                        

"," 
佛山-顺德区
",本科及以上,6年以上,语言不限,年龄不限,"股票期权,带薪年假,交通补助,午餐补助,定期体检,团队聚餐,扁平管理,优秀员工奖,休闲餐点,发展空间大,五险一金,岗位晋升,技能培训,节日礼物,年度旅游,外派津贴,",岗位职责：1、协助上级建立健全公司招聘、培训、薪酬、绩效考核等人力资源制度建设；2、执行人力资源管理各项事务的操作流程和各类规章制度的实施，配合其它业务部门工作；3、执行并跟进绩效考核工作；4、制定和执行招聘工作流程，能独立完成面试筛选录用的工作；5、帮助建立员工关系，协调员工与管理层的关系，组织员工的活动；6、协助推动公司理念及企业文化；7、上级领导交代的其他事项,"要求：1、3年及以上人事经验，管理类专业毕业，本科以上学历，有餐饮人事工作经验优先考虑。2、熟悉人力资源管理各项事务的操作流程，熟悉国家各项劳动人事法规政策，尤其在招聘、培训、绩效、企业文化建设这几块有自己独到的见解和方法；4、有良好的职业道德，踏实稳重，工作经细心，责任心强，有较强的沟通、协调能力，有团队协作精神
                            ",人力资源部,不限,无,0人,旅游/酒店/餐饮服务/生活服务,100-499人,70%,
人力资源经理,"面议
                                        

"," 
北京
",统招本科,5年以上,语言不限,30-40岁,"500强,带薪年假,交通补助,通讯津贴,午餐补助,五险一金,年底双薪,领导好,优秀员工奖,发展空间大,岗位晋升,",岗位职责：1、根据公司相关人力资源管理制度规定，开展所承办具体人力资源模块管理工作；2、组织实施薪资福利核定、发放、调整及预决算管理，并对薪资福利体系完善与优化提出建议；3、组织实施培训发展活动设计、执行、后评估及预决算管理，并对培训发展体系完善与优化提出建议；4、根据部门整体工作目标，对具体岗位招聘需求确认、简历筛选、面试执行及招聘过程管理；5、根据部门整体工作目标，完成总公司的经营业绩考核、管理能力评价；6、执行上级领导分配的其他工作；,"要求：1、统招本科及以上学历，人力资源或相关专业；2、5年以上HR管理工作经验；3、系统掌握人力资源管理与开发体系构架，熟练运用各类薪酬激励管理应用技术工具4、沟通、协调能力强，积极主动，抗压力强；5、执行力强，注重团队协作；6、可接受出差（哈尔滨）。
",人力资源中心,不限,无,0人,基金/证券/期货/投资,10000人以上,30%,
人事行政部经理,"面议
                                        

"," 
济宁
",大专及以上,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,交通补助,通讯津贴,领导好,团队聚餐,五险一金,",职责描述：1、根据公司战略重点，拟定公司人力资源总体策略； 2、根据公司业务发展需要，优化组织管理体系、岗职位体系； 3、 拟定年度编制计划，按时进行人才梯队盘点并优化； 4、 建立高效的招聘渠道，精简有效的招聘流程，运用各种招聘工具提高候选人质量； 5、负责公司企业文化体系建设，并监督执行及日常行政工作的管理并组织实施6、 构建科学有效的绩效考核体系并持续优化； 7、 构建薪酬福利体系，并管控人力预算； 8、负责行政及资讯管理。,"要求：1、 全日制本科及以上学历，人力资源等相关专业； 2、 5年以上人力资源管理工作经验，有大中型企业人力资源部负责人经验者优先； 3、 熟悉人力资源管理理论及各模块实务操作，熟悉国家相关法律法规，并能灵活运用，熟悉房地产开发业务。
                            ",管理部门,不限,无,0人,房地产服务(物业管理/地产经...,100-499人,87%,
人力资源主管,"8-11万
                                        

"," 
上海-普陀区
",本科及以上,3年以上,语言不限,年龄不限,"完善福利,带薪年假,节日礼物,管理规范,五险一金,通讯津贴,午餐补助,技能培训,岗位晋升,发展空间大,公司规模大,年终奖,",职责1、共享服务部人力资源制度的完善和跟进执行；2、分析与调整人员状况，合理控制人员编制，降低人力费用率；3、共享服务部薪酬绩效方案的制定与跟进执行，定期考勤、奖金审核及工资核算；4、负责维护与处理员工关系；5、协助和落地执行集团公司的重要人力资源项目。,"要求1、知名零售公司工作人力资源岗位三年以上；2、熟悉人力资源各模块工作，尤其是绩效、薪酬关系模块；3、本科及以上学历；4、工作认真负责，思路清晰，执行力和学习性强，细致准确
                            ",人力资源中心,不限,无,0人,服装服饰/纺织/皮革,2000-5000人,91%,
人力资源专员,"7-10万
                                        

"," 
杭州
",硕士及以上,1年以上,语言不限,年龄不限,"年底双薪,带薪年假,午餐补助,免费班车,节日礼物,定期体检,岗位晋升,五险一金,500强,",工作职责：1、负责E-HR系统数据维护及梳理跟进，保障系统数据的准确性及完整性；2、提出系统功能需求，配合系统开发人员进行系统优化，参与对开发结果的测试工作；3、配合公司各项人力资源工作的开展，完成上级交办的其他临时性工作。,"要求：1、本科及以上学历，人力资源管理相关、统计学等相关专业毕业，1年以上相关工作经验；2、有使用e-HR系统经验，熟悉e-HR系统流程的优先；3、熟练使用常用办公软件，具有基本的人力资源管理知识；4、具备良好的系统思维能力及逻辑能力、有一定的数据统计及分析能力。
                            ",人力资源部,不限,无,0人,食品/饮料/烟酒/日化,5000-10000人,73%,
人力资源岗,"11-14万
                                        

"," 
广州
",统招本科,2年以上,语言不限,年龄不限,"上市公司,",职责描述：1、根据公司发展要求，制定培训计划并组织开展各项培训； 2、完善考核政策及制度，组织开展绩效考核，并对各部门绩效评价过程进行监督反馈； 3、根据现有编制及业务发展，协调各部门的招聘需求，统筹人员招聘工作； 4、核算权责范围内的员工薪酬、福利、奖金；根据国家有关政策，办理员工社保、商业保险、公积金缴纳的手续，核定员工的各项社会保险及住房公积金缴费基数，计算费用，并按时缴纳； 5、负责员工劳动合同的管理工作，代表企业解决劳动争议、纠纷或进行劳动诉讼； （以上工作内容视实际情况主责2-3项） 6、积极维护良好的企业文化氛围，同时完成上级交待的其他工作，发挥积极主导作用。,"要求：1、全日制本科及以上学历，人力资源管理相关专业； 2、具有大中型企业3年以上人力资源管理工作经验，至少熟练掌握两个以上模块的工作开展，对人力资源管理有浓厚兴趣； 3、熟悉广东省和广州市人事劳动法规，熟悉房地产行业人力资源特点； 4、对房地产行业各专业岗位基本职责及人员素质有全面的了解； 5、具有较强的沟通协调能力，善于处理人际关系，办事踏实、耐心、仔细； 6、英语四级以上水平，熟练掌握office办公软件。
                            ",人事行政部,不限,无,0人,房地产开发/建筑/建材/工程,100-499人,30%,
人力资源主管,"5-10万
                                        

"," 
南京
",统招本科,5年以上,语言不限,年龄不限,"五险一金,年底双薪,绩效奖金,带薪年假,节日礼物,领导好,团队聚餐,发展空间大,",岗位职责：1、招聘：依据公司招聘需求，协调开展招聘实施工作； 拓展校园招聘渠道；2、培训：搭建培训体系，组织协调安排培训的实施工作；3、员工关系：员工档案的建立、各项手续办理及信息维护； 熟悉南京市就业登记、社保、 公积金办理流程， 定期缴纳员工社保、公积金； 工资表的制作；劳动关系协调等；4、其他：上级安排的其他人力资源相关工作等；,"要求：1、本科及以上学历， 人力资源等相关专业优先；2、5年以上人事工作经验，集团性企业工作经验优先；3、熟悉人力资源六大模块，擅长1-2个模块；4、激情、有耐心、积极主动，注重团队合作，具有很好的表达沟通能力；5、熟练使用办公软件，及人力资源相关基础知识。
",人事行政部,不限,无,0人,制药/生物工程,100-499人,100%,
行政人资总监,"24-54万
                                        

"," 
广西
",本科及以上,10年以上,语言不限,年龄不限,"带薪年假,绩效奖金,交通补助,通讯津贴,午餐补助,节日礼物,扁平管理,岗位晋升,五险一金,公司规模大,发展空间大,","工作职责：1、全面统筹制订适应公司发展的中长期行政人力战略，建立公司人力资源和行政管理体系；协助参与公司经营战略策划制定，拟定行政人资部年度目标责任及规划，协调各部门关系，积极配合做好内部管理工作；2、负责统筹制定公司人才招聘政策，引进公司中高级管理者，储备并培养公司后备管理队伍；3、组织制定公司薪酬、绩效、培训等规章制度、实施细则和工作程序，并组织实施；重点：制定、完善适合公司发展富有激励性的薪酬福利管理制度，建立动态的薪酬管理体系；4、编制各职能部门规章制度、流程设计，负责工作分析、岗位说明书与定岗定编工作，提出机构设置和岗位职责设计方案，对公司组织结构设计提出改进方案。5、参与公司各项重大会议，向公司高层决策者提供建议，并致力于提高公司的综合管理水平；6、全面负责公司人力行政日常工作并提出指导意见，督办人力行政各重大事项的执行和落实；7、完成领导交办的其他临时性工作。岗位要求：1、本科及以上学历，人力资源管理、工商管理等相关专业毕业优先；2、十年以上人事管理经验,二年以上地产集团人力资源总监经验。3、良好的计划性和实施执行的能力,具备良好的人际交往能力、组织协调能力、沟通能力。
                            ",,行政人资事业部,不限,无,0人,房地产开发/建筑/建材/工程,100-499人,82%,
人力资源总监,"24-36万
                                        

"," 
海南省
",统招本科,8年以上,普通话,30-45岁,"绩效奖金,交通补助,五险一金,岗位晋升,技能培训,管理规范,定期体检,节日礼物,扁平管理,","1、完善人力资源管理体系，研究、设计人力资源管理模式（包含招聘、绩效、培训、薪酬及员工发展等体系的全面建设），修正和完善人力资源管理制度。2、向公司高层决策者提供有关人力资源、组织建设等方面的建议，为重大人事决策提供建议和信息支持。根据部门人员需求情况，提出内部人员调配方案，经总经理审批后实施，促进人员的优化配置。3、制定和完善行政管理制度，进行日常行政工作、车辆工作的组织与管理，为其他部门提供及时有效的行政服务。
",,高级管理人员,不限,总经理,3人,房地产开发/建筑/建材/工程,100-499人,,
人力资源经理,"面议
                                        

"," 
石家庄-桥西区
",统招本科,3年以上,语言不限,年龄不限,"带薪年假,交通补助,通讯津贴,午餐补助,年度旅游,领导好,五险一金,岗位晋升,管理规范,试用期全额,社保全额基数,公积金全额基数,14薪以上,",职责描述：1、根据公司的发展战略，深入了解业务与人员发展状况，评估并明确组织发展与人才发展对HR的需求，协助业务部门负责人做好、人员管理、内部激励、团队文化等，全方位提供专业性建议方案并推动实施；2、负责公司HR政策、制度、体系、重点项目和各项人才管理活动在业务部门的落地与推动执行，并针对执行结果进行有效反馈和改进； 3. 负责落实推进公司绩效考核政策，提出激励计划和具体实施办法；4. 协助负责人进行团队建设规划、文化建设，营造良好的员工关系，策划与组织员工活动，防范与处理劳资风险；5. 贯彻与推行集团总部的各项人力资源政策，确保人力资源管理工作绩效的同步实现。,"要求：1. 人力资源相关专业本科以上学历，有大公司工作背景者优先；2. 5年以上HR全模块经验，或者3年以上HRBP经验；3. 具备较丰富的企业人才招募和组织体系的建立与推行工作经验；4. 具备优秀的职业素养，能承受一定的工作压力；5. 优秀的沟通协调能力，具备良好的敬业精神和责任心，工作积极主动；6. 操作过校招项目优先考虑。
                            ",人力资源部,不限,HRD,0人,基金/证券/期货/投资,100-499人,53%,
人力资源主管,"10-12万
                                        

"," 
张家口
",统招本科,3年以上,普通话,30-45岁,"五险一金,带薪年假,定期体检,补充医疗,免费班车,提供食宿,",岗位职责：     负责拟定制度、劳动关系及薪资管理；完善薪资体系，组织日常培训；组织实施绩效管理及体系；处理劳资纠纷，致力于人力资源成本的分析及控制。 ,"资格：1、人力资源管理或管理类相关专业本科及以上学历；2、三年以上人事管理经验；3、了解现代企业人力资源管理模式和实践经验积累，对人力资源管理各个职能模块均有较深入的认识，熟悉国家相关的政策、法律法规；4、很强的计划性和实施执行的能力；亲和力强，很强的激励、沟通、协调、团队领导能力，责任心和事业心强；5、工作思路清晰，条理性强；具备良好的人际交往能力、组织协调能力、沟通能力以及解决复杂问题的能力。6、需常驻现场。
",人力资源部,人力资源管理或管理类相关专业,人力资源副总,0人,房地产开发/建筑/建材/工程,100-499人,79%,
人力资源经理,"面议
                                        

"," 
北京
",统招本科,5年以上,普通话,25-40岁,"管理规范,技能培训,岗位晋升,五险一金,带薪年假,绩效奖金,商业保险,定期体检,年度旅游,节日礼物,交通补助,午餐补助,扁平管理,发展空间大,年底双薪,周末双休,","1、	根据公司的年度发展战略制定制订部门年度工作目标和工作计划2、	建立并完善人力资源管理体系和制度；3、	执行既定招聘计划、提供专业的人力资源用工建议，控制人力资源成本；4、	负责公司人力资源开发管理、薪酬设计、绩效考核管理；5、	负责公司的新员工入职培训、流程管理培训；6、	负责员工关系等人力的相关工作。
                            ",,人事行政中心,人力资源、行政管理、心理学,人事行政中心主任,2人,教育/培训/学术/科研/院校,50-99人,100%,
人力资源经理,"12-14万
                                        

"," 
广州-白云区
",大专及以上,5年以上,语言不限,年龄不限,"绩效奖金,五险,子女福利,发展空间大,",岗位职责：1、制定公司人力资源及行政管理的目标和总体方案，致力提高公司综合管理水平；2、组织制定公司人力资源发展的长期规划、中期规划和年度计划，并监督各项计划的实施；3、塑造、维护、发展和传播企业文化；4、组织制定和完善人力资源管理和行政管理类相关制度，规范工作流程；5、负责招聘平台搭建，并完成高级管理人员的招聘与培训工作；6、负责绩效体系的搭建和绩效考核工作的推进和管理工作，提升企业绩效；；7、做好活动的组织及接待工作。8、上司给予的临时工作安排。,"要求：1、人力资源管理或相关专业本科以上学历，28-38周岁；2、具有4年以上知名企业同岗位工作经验；3、擅长招聘、培训与、绩效管理与企业文化、行政管理；4、具备出色的人事管理能力及豁达的心胸，个人价值观追求相对公平、公正；5、有强烈的事业心和开拓创新意识，处事全面，有宏观意识，有良好的人格魅力；
                            ",人力资源中心,不限,总经理,2人,服装服饰/纺织/皮革,100-499人,78%,
人力资源岗,"10-14万
                                        

"," 
广州
",硕士及以上,3年以上,语言不限,年龄不限,"大型国企,五险一金,周末双休,","1、制定、持续优化公司人力资源管理相关规章制度，并负责实施；2、根据公司发展战略和经营计划，制定人力资源战略规划和年度计划，并负责实施；3、负责制定人力资源管理制度、工作流程和相关标准，并监督执行；4、负责公司组织架构的设立和调整，统筹和审核岗位设置与人员编制；5、负责公司人才梯队的建设，建立人才选拔、培养、考核和激励机制；6、负责公司人员招聘、调配、任免、晋升等手续；7、负责员工考勤管理，负责员工休假手续、入/离职手续、离退休手续等办理；8、负责培训需求分析，制订并实施公司年度培训计划，做好培训效果的评估和跟踪；9、负责编制和实施公司年度人工费用事业计划，负责公司员工薪酬、福利和奖励的调整、核算与发放；10、组织开展绩效考核工作，制订绩效考核方案，并对绩效考核结果予以反馈；并根据绩效考核结果的分析，为员工未来发展提出改善建议；11、负责公司员工劳动合同的签订和管理，并建立良好的沟通渠道，组织员工敬业度调查，提出完善措施；12、完成上级部门交办的其他工作。其他素质要求：1、相关工作岗位经验在三年及以上，擅长方案撰写、人才梯队建设；2、性格耐心、细致，有条不紊，具有强烈的沟通合作意识；3、对养老地产行业有一定了解及工作经验者、人力资源咨询行业从业者优先。
                            ",,越秀养老产业,不限,无,0人,房地产开发/建筑/建材/工程,5000-10000人,86%,
人力资源伙伴,"面议
                                        

"," 
上海-虹口区
",统招本科,3年以上,语言不限,年龄不限,"股票期权,带薪年假,交通补助,通讯津贴,午餐补助,定期体检,弹性工作,年度旅游,节日礼物,领导好,扁平管理,管理规范,技能培训,岗位晋升,五险一金,团队聚餐,",工作职责：1.负责服务部门的招聘工作及招聘渠道管理；2.协助推动公司企业文化和团队建设工作；3.负责月度年度报表制作工作；4.协助推进公司绩效考核工作；5.人力资源总监安排的其他人力资源相关工作。,"要求：1. 3年以上人力资源方面工作经验；2. 有互联网、金融方面的行业公司经验者优先；3.了解人力资源六大模块，并熟练掌握其中2个以上模块；4. 优秀的OFFICE能力，熟练运用和制作EXCEL表格、PPT；5. 良好的服务意识和优秀的文案能力；6、有一定的活动组织能力；7、能够熟练进行英语交流和文案撰写工作。
                            ",人力资源部,不限,人力资源总监,0人,,100-499人,58%,
人力资源经理,"7-10万
                                        

"," 
成都
",大专及以上,3年以上,语言不限,年龄不限,"带薪年假,年度旅游,节日礼物,团队聚餐,五险一金,",岗位职责：1.根据公司发展战略，制定、修改公司各项人力资源管理制度和管理办法，建立健全人力资源体系2.做好应聘者的面试和面试测评工作，并与用人部门结合确定上岗人员。3.根据企业规划和员工发展需要，编制培训大纲，建立和完善员工培训体系。4.协助人员办理岗位调动手续，做好相应人员的谈话工作，收集整理员工的意见建议。5.协助各部门做好绩效面谈及绩效考核的实施工作。6.严格遵守《劳动法》及公司劳动管理制度，依法对员工实施管理，处理劳资纠纷。7.建立员工沟通渠道，了解员工诉求，及时与各部门沟通、协调，协助各部门做好员工管理工作。,"资格：1.专科以上学历，三年以上人力资源管理工作经验2.具备较强的沟通和协调能力，有责任感3.对人力资源有成熟见解，有事业心4.具有良好的职业道德和职业操守
                            ",人力资源部,不限,无,0人,贸易/进出口,100-499人,85%,
人力资源经理,"5-14万
                                        

"," 
三亚
",统招本科,3年以上,语言不限,年龄不限,"带薪年假,交通补助,年度旅游,定期体检,五险一金,上市公司,发展空间大,公司规模大,",岗位职责：1、所负责模块人力资源相关日常工作；2、配合部门负责人开展人力资源日常管理工作。,"资格：1、35岁以下，管理类专业全日制统招本科以上学历；2、3年以上大型企业人力资源相关工作经验，有房地产行业或建筑行业工作经验者优先；3、精通2个以上人力资源模块工作，擅长招聘、培训或绩效管理模块优先；4、熟悉房地产企业开发流程，心态阳光，具备良好的职业操守。
",行政及人力资源部,不限,行政人力副总,0人,房地产开发/建筑/建材/工程,5000-10000人,,
人力资源经理,"5-14万
                                        

"," 
海口-龙华区
",统招本科,3年以上,语言不限,年龄不限,"带薪年假,交通补助,年度旅游,定期体检,五险一金,上市公司,发展空间大,公司规模大,",岗位职责：1、所负责模块人力资源相关日常工作；2、配合部门负责人开展人力资源日常管理工作。,"资格：1、35岁以下，管理类专业全日制统招本科以上学历；2、3年以上大型企业人力资源相关工作经验，有房地产行业或建筑行业工作经验者优先；3、精通2个以上人力资源模块工作，擅长招聘、培训或绩效管理模块优先；4、熟悉房地产企业开发流程，心态阳光，具备良好的职业操守。
",行政及人力资源部,不限,行政人力副总,0人,房地产开发/建筑/建材/工程,5000-10000人,,
人力资源主管,"5-7万
                                        

"," 
深圳
",大专及以上,3年以上,普通话,年龄不限,"绩效奖金,全勤奖,午餐补助,带薪年假,节日礼物,五险一金,",岗位职责：1. 全面负责公司的人力资源管理工作，确保公司各部门用工正常，以保证公司的正常运营；2. 参与制定公司的人力资源战略规划，为重大人事决策提供建议和信息支持；3. 根据各部门人员需求情况，制定招聘计划、招聘程序，进行初步的面试和筛选；4. 负责与员工签订劳动合同、办理社会保障福利；5. 与员工进行积极沟通，做好各部门间的人员协调工作，促进人员的优化配置；6. 负责公司全体员工的考勤管理；7. 根据公司的绩效考核规章制度，组织实施绩效管理；8. 完成上级临时交办的其他工作。,"要求：1. 熟练使用办公室软件；2. 良好的组织、协调、沟通及推动能力；3. 熟悉国家、地区和企业关于用人机制、薪金制度、合同管理、保险福利待遇及培训 方针；4. 对人力资源管理事务性的工作有娴熟的处理技巧，熟悉人事工作流程；5. 具有较强的工作责任心
                            ",,不限,无,0人,教育/培训/学术/科研/院校,1000-2000人,78%,
人力资源专员,"5-7万
                                        

"," 
深圳-福田区
",统招本科,经验不限,语言不限,年龄不限,"带薪年假,绩效奖金,岗位晋升,五险一金,节日礼物,全勤奖,","岗位职责：1、负责公司内部人才招聘工作；2、根据现有编制及业务发展需求，确定招聘目标，汇总岗位需求数目和人员需求数目，制定并执行招聘计划；3、完成岗位说明书、发布招聘信息，做好公司形象宣传；4、维护和开拓招聘渠道，定期收集公司内外人力资源资讯，建立公司人才库，保证人才储备；5、独立负责简历筛选、聘前测评、面试及评估、背景调查、发放录用函、入职跟进等招聘全流程工作。岗位要求：1、统招本科及以上学历，人力资源及相关专业优先；2、1-2年人力资源工作经验，有招聘模块经验优先；3、沟通表达能力好，积极主动，富有激情，渴望学习、成长与提升；4、有内驱力和一定的抗压能力；5、有团队意识，注重团队协作。职位竞争力：1、系统完善的薪资及调薪制度；2、能够与优秀的招聘顾问共事，直接接触高端人才咨询行业，熟悉人才寻访与推荐流程；3、能够收获一起积极向上、活力满满、乐于分享的小伙伴；4、公司与个人共同成长，分享经验、分享喜悦、分享成功。公司简介：    罗卡咨询是一家专门为国内外知名企业寻访中高端人才的人力资源咨询公司，总部在广州，目前在深圳、长沙、杭州都设立了分公司。罗卡咨询拥有一支高学历（100%统招本科及以上学历）、高素质的专业顾问团队，凭借丰富的数据库资源和完善的招聘流程精准、快速地为客户服务。    目前，公司正处于快速发展阶段，计划明年会开设2-4家分公司，2-3年内完成全国重点城市布局，同时也积极提升客户服务体验，致力于成为专注领域的品牌企业。
                            ",,人力资源部,不限,人事经理,0人,专业服务(咨询/财会/法律/翻...,50-99人,95%,
人事行政专员,"6-10万
                                        

"," 
杭州
",本科及以上,1年以上,语言不限,年龄不限,"带薪年假,交通补助,通讯津贴,午餐补助,岗位晋升,五险一金,团队聚餐,生育补贴,休闲餐点,",岗位工作:1、负责公司招聘、培训、薪酬、考核、员工关系等人力资源模块工作的开展;2、统筹负责公司的招聘需求和招聘计划，储备优秀的人才，负责公司需求岗位的招聘；3、负责公司内部员工关系的建立与维护，协调内部员工之间，部门与部门之间，以及企业文化建设；4、负责薪资核算，发放，处理日常人事事务性工作，帮助和推动公司整体企业文化氛围的营造；5、监督、指导、执行行政人事各模块工作的开展，不断优化工作流程，帮助和建立企业良好的人才机制。6、起草及完善公司各类通知、活动方案、福利问候、制度等文稿； 7、负责与各部门对接办公用品、固定资产、低值易耗品以及公司各项福利的采购工作； 8、负责公司办公秩序管理和执行工作；9、领导安排的其他工作。 ,"要求：1、本科学历，人力资源、管理类专业优先2年以上HR管理工作经验，有金融投资经验者优先考虑；2、熟悉国家、地方劳动人事政策法规，精通人力资源管理各工作模块的流程及管理能力；3、性格开朗,有很强的抗压性，较强的影响力和沟通及执行能力；4、有较强的责任意识,敬业，服务意识强烈。
                            ",综合部,不限,总经理,0人,基金/证券/期货/投资,1-49人,95%,
人力资源经理,"23-33万
                                        

"," 
上海
",统招本科,5年以上,语言不限,年龄不限,"年底双薪,发展空间大,绩效奖金,年度旅游,带薪年假,领导好,扁平管理,",岗位职责：-负责牵头公司人力资源规划、招聘、人才发展工作的开展；-熟悉公司业务和团队，并在此基础上了解业务战略并促进人力资源战略的有效规划和实施-作为业务部门的合作伙伴，为业务部门提供强有力的人员供给以及搭建人员梯队-关注业务部门各类组织、层级、人员配置合理性，协助组织架构调整，并提出有效合理的建议-员工沟通渠道建设、员工关系、关注员工沟通与思想动态，促进公司以及业务部门跟员工的沟通-不断关注国家及地区相关劳动规定，协助建立和完善劳动风险监控机制，建立和谐员工关系,"要求：-本科及以上学历，管理类相关专业-5以上人力资源相关工作经验，熟悉招聘、员工关系及员工发展模块-工作积极主动，细心、责任心强、沟通协调能力强， 有很好的团队合作精神-熟悉相关劳动法律法规，精通人力资源管理的系统知识，具备较强的项目组织、规划能力-有互联网、电商行业或者HRBP经验更佳
",人力资源部,不限,HRD,0人,,100-499人,86%,
人力资源经理,"20-25万
                                        

"," 
广州
",统招本科,7年以上,语言不限,25-35岁,"年度旅游,带薪年假,五险一金,全勤奖,绩效奖金,定期体检,技能培训,岗位晋升,通讯津贴,交通补助,",岗位职责：1. 组织建立并不断完善公司的人力资源规划体系，确保人力资源配置、培养的前瞻性，人力资源不断满足公司发展的需要；2. 组织实施人才招聘工作，满足公司用人需要；3. 组织实施员工培训工作，优化培训体系，提升员工素质和能力；4. 建立和不断完善公司绩效管理体系，组织实施公司的绩效考核工作，提高绩效管理水平；5. 实施执行人才盘点工作，识别并建立高潜人才IDP；6. 组织执行公司员工满意度调查工作，提出改进方案或建议，提高员工满意度；7. 协助完成上级交办的其他工作。,"资格：1、统招本科或以上学历，管理类相关专业毕业；2、七年以上人力资源管理专业工作经验，其中两年以上房地产企业相同岗位工作经验；3、熟悉房地产开发流程，了解房地产企业人才特点，至少负责过2个模块（招聘、培训、绩效、OD）的工作；4、具良好的组织、沟通、协助和解决问题的能力，为人正直，执行力、抗压性强。
                            ",企管中心,不限,总监,0人,房地产开发/建筑/建材/工程,100-499人,30%,
人力资源经理,"24-36万
                                        

"," 
佛山
",本科及以上,5年以上,语言不限,年龄不限,"带薪年假,年度旅游,午餐补助,通讯津贴,交通补助,发展空间大,五险,全勤奖,团队聚餐,",职责描述：1.招聘配置：制定区域与总部与招聘计划，组织实施招聘工作；根据工作需要和公司制度，配合用人部门进行人员调配，为区域发展提供有效人力保障；猎头经验优先2.培训发展：根据公司培训体系和区域实际，制定区域每月培训计划，并组织实施，亦可根据需要策划、组织本区专项培训，提升区域员工心态、技能和素质，帮助培养匹配公司发展的各类人才；3.绩效管理：根据公司考核管理制度，组织开展区域绩效管理工作，以提升区域和员工的绩效水平；4.薪酬核算：根据公司薪酬管理制度和核算流程，组织核算员工工资与奖金，确保区域员工工资及时、准确发放；5.报表档案：根据公司要求，定期编制各类人力行政工作报表、档案，为公司和区域相关决策提供数据支持；6.企业文化：组织、跟进公司企业文化活动在区域落地；策划、统筹区域企业文化传播活动，以增强区域员工稳定性及对公司的归属感；7.行政管理：根据公司行政管理制度和流程，组织开展区域日常行政工作，为区域部门和员工提供有效后勤保障。,"要求：1、5年以上人力资源管理经验，熟悉人力资源6大模块；2、人力资源管理、行政管理、中文、文秘、汉语言文学及相关专业本科以上学历；3、工作细致认真，原则性强，有良好的执行力及职业素养；4、具有优秀的书面、口头表达能力、极强的亲和力与服务意识，沟通领悟能力，判断决策能力强；5、熟练使用常用办公软件。工作地点：佛山金融高新区
                            ",人力资源部,不限,COO,0人,其他,1-49人,75%,
