职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
招聘专员,"7-10万
                                        

"," 
广州
",统招本科,1年以上,语言不限,年龄不限,"绩效奖金,带薪年假,定期体检,技能培训,岗位晋升,五险一金,发展空间大,优秀员工奖,团队聚餐,",职责描述：1、维护、拓展招聘渠道，完善并有效管理公司人才库；2、根据各部门的用人需求，筛选简历，电话预约及面试，跟进整个招聘过程；3、负责公司的校园招聘计划的执行、跟进；4、招聘工作相关数据的统计、分析；5、上级领导安排的其他工作。,"要求：1、本科及以上学历人力资源及相关专业优先；2、熟悉招聘的工作流程，熟悉国家的法律法规；3、性格开朗、优秀的语言表达能力、良好的沟通协调能力，能承受较大工作压力，具有猎头寻访工作经验者优先。
                            ",人力资源,不限,无,0人,基金/证券/期货/投资,100-499人,34%,
招聘专员,"4-7万
                                        

"," 
天津
",大专及以上,经验不限,语言不限,年龄不限,"交通补助,午餐补助,绩效奖金,五险一金,带薪年假,扁平管理,发展空间大,岗位晋升,管理规范,",岗位职责：制定完善与招聘相关的流程、制度等；开发招聘渠道；编制招聘费用预算上报公司；保质保量的完成公司下达的招聘目标；做好人才储备工作；做好入职员工前的背景调查；领导交办的其他工作。,"资格：22-35岁，形象气质佳；人力资源、心理学、管理学等相关专业专科以上学历，或有人力资源三级从业资格证书及以上者；3年以上招聘工作经验或1年以上猎头工作经验；熟悉各种面试技巧和方法；熟悉企业的招聘流程及各种招聘渠道；熟悉人才库的建立方法及背景调查方法；熟悉人力资源管理理论基础，熟练使用相关办公软件及招聘网站后台；有销售招聘渠道者优先考虑。欢迎有销售经验同时愿意从事人力资源工作的朋友加入！！工作时间：9：00-12:00,1:00-5:30，六日双休，法定节假日休息待遇：有餐补、话补、车补、绩效工资、奖金等 有保险公积金人性化福利：1、话补+餐补+车补+不定期聚餐+节日福利；2、设有绩效工资及奖金；3、横纵向发展空间大，岗位晋升体系完整透明；4、压力小，工作轻松；5、良好的工作环境和轻松愉快的工作氛围；6、带薪年假、年终奖以及各种定期不定期员工活动等；
                            ",招聘部,不限,无,0人,外包服务,1-49人,,
招聘专员-苏州,"7-10万
                                        

"," 
苏州
",统招本科,1年以上,语言不限,年龄不限,"绩效奖金,带薪年假,定期体检,技能培训,岗位晋升,五险一金,发展空间大,优秀员工奖,团队聚餐,",职责描述：1、维护、拓展招聘渠道，完善并有效管理公司人才库；2、根据各部门的用人需求，筛选简历，电话预约及面试，跟进整个招聘过程；3、负责公司的校园招聘计划的执行、跟进；4、招聘工作相关数据的统计、分析；5、上级领导安排的其他工作。,"要求：1、本科及以上学历人力资源及相关专业优先；2、熟悉招聘的工作流程，熟悉国家的法律法规；3、性格开朗、优秀的语言表达能力、良好的沟通协调能力，能承受较大工作压力，具有猎头寻访工作经验者优先。
                            ",人力资源,不限,无,0人,基金/证券/期货/投资,100-499人,34%,
招聘培训经理,"21-25万
                                        

"," 
广州
",统招本科,5年以上,普通话 + 粤语,年龄不限,"五险一金,绩效奖金,带薪年假,全勤奖,",岗位职责：1.贯彻执行公司的招聘方案，筛选简历、面试，保证人员及时到岗；2.负责组织实施校园招聘及实习生管理；3.贯彻执行公司的培训方案，实施公司的培训工作，通过培训提升员工的业绩和能力；4.其他上级交代的工作。,"要求：1、全日制大学本科以上，人力资源管理或其他管理类专业、心理学专业等；2、5年房地产行业招聘岗位工作经验，有猎头顾问（负责房地产行业猎聘）工作经验更佳；3、熟悉各类招聘渠道、测评工具以及STAR面试方法，有企业内部培训经验;4、具备良好的沟通协调、计划执行能力，保密意识和服务意识强，具有亲和力。
                            ",企管中心,管理类,人力及行政总监,1人,房地产开发/建筑/建材/工程,100-499人,30%,
招聘主管,,,,,,,,,,,,,,,,,
招聘经理-苏州,"面议
                                        

"," 
苏州
",统招本科,5年以上,语言不限,年龄不限,"绩效奖金,带薪年假,定期体检,技能培训,岗位晋升,五险一金,发展空间大,优秀员工奖,团队聚餐,",职责描述：1.独立负责中高端职位招聘，熟悉财富管理行业前线分总，理财师招聘；2.根据现有编制及业务发展需求，协调，统计各部门的招聘需求，编制年度人员招聘计划；3.开发，维护，评估，分析各招聘渠道；4.利用各种招聘渠道发布招聘广告，需求招聘机构；5.执行招聘，甄选，面试，选择，安置工作；6.上级安排的其他工作。,"要求：1.人力资源管理或相关专业，本科及以上学历，5年以上招聘工作经验；2.具体很强的责任感和事业心，有良好的职业道德；3.善于沟通与协调，良好的团队合作意识，热情，积极进取，具有较强的沟通影响力4.有挖猎银行、金融类中高端人才的经验5.有金融行业猎头经验或类金融企业招聘工作经验优先
                            ",人力资源,不限,无,0人,基金/证券/期货/投资,100-499人,34%,
人事行政经理,"16-21万
                                        

"," 
上海-浦东新区
",本科及以上,5年以上,语言不限,年龄不限,"五险一金,年底双薪,绩效奖金,带薪年假,午餐补助,交通补助,节日礼物,领导好,岗位晋升,技能培训,团队聚餐,子女福利,优秀员工奖,书本津贴,发展空间大,",职责描述：1、协助上级做好招聘规划管理工作，确保招聘工作依照计划有序实施及进行；2、独立组织、实施招聘事务性工作（人选筛选、搜索、建立人才人脉网络，维护公司人才库管理等工作），确保公司招聘目标的有效达成；3、独立负责招聘模块数据分析（市场人才状况分析、招聘渠道有效性分析等）、并定期对招聘工作进展阶段性评估、汇报及制定改进计划（优化招聘流程及制度等）；4、全面做好校园招聘工作及管理培训生招聘实施工作；5、协助上级做好公司员工关怀及沟通工作。6、负责行政事务管理工作。,"要求：1、本科及以上学历，人力资源、市场营销专业优先；2、5年以上专职HR管理经验，其中3年左右中型企业专职招聘工作，独立的职位分析能力、人才质量判断能力、问题解决能力等；3、熟悉招聘报表的制作、数据分析及PPT制作；4、工作积极主动，具备良好的服务意识及抗压能力；5、互联网行业经验或猎头经验者优先考虑。
                            ",人事行政部,不限,HRD,2人,汽车/摩托车,100-499人,30%,
HRM,"16-21万
                                        

"," 
上海-浦东新区
",统招本科,5年以上,语言不限,年龄不限,"五险一金,年底双薪,绩效奖金,带薪年假,午餐补助,交通补助,节日礼物,领导好,岗位晋升,技能培训,团队聚餐,子女福利,优秀员工奖,书本津贴,发展空间大,",职责描述：1、协助上级做好招聘规划管理工作，确保招聘工作依照计划有序实施及进行；2、独立组织、实施招聘事务性工作（人选筛选、搜索、建立人才人脉网络，维护公司人才库管理等工作），确保公司招聘目标的有效达成；3、独立负责招聘模块数据分析（市场人才状况分析、招聘渠道有效性分析等）、并定期对招聘工作进展阶段性评估、汇报及制定改进计划（优化招聘流程及制度等）；4、全面做好校园招聘工作及管理培训生招聘实施工作；5、协助上级做好公司员工关怀及沟通工作。,"要求：1、本科及以上学历，人力资源、市场营销专业优先；2、5年以上专职HR管理经验，其中3年左右中型企业专职招聘工作，独立的职位分析能力、人才质量判断能力、问题解决能力等；3、熟悉招聘报表的制作、数据分析及PPT制作；4、工作积极主动，具备良好的服务意识及抗压能力；5、互联网行业经验或猎头经验者优先考虑。
                            ",人事行政部,不限,HRD,2人,汽车/摩托车,100-499人,30%,
高级招聘专员,"7-10万
                                        

"," 
深圳-福田区
",大专及以上,1年以上,语言不限,年龄不限,"年底双薪,带薪年假,免费班车,五险一金,发展空间大,公司规模大,团队聚餐,技能培训,弹性工作,年度旅游,领导好,",工作职责:职位描述：职位工作内容及职责：1、主负责人才招聘工作；2、发布职位需求信息，做好公司形象宣传；3、搜集简历，对简历进行分类、筛选，安排人员应聘面试，确定面试名单，通知应聘者前来面试(初试)，对应聘者进行初步面试(初试)考核打分，出具综合评价意见；4、组织相关用人部门人员协助完成复试工作，确保面试工作的及时开展及考核结果符合岗位要求；5、负责招聘广告的撰写，招聘网站的维护和更新，以及招聘网站的信息沟通；6、主动拓展招聘渠道，寻找招聘资源，能独立进行各类招聘操作，完成每月招聘任务。,"资格:职位基本要求：1、具有两年以上招聘工作，有互联网行业经验者优先；2、具备较强的业务学习能力、独立工作能力和职业敏锐度；3、有强烈的事业心和责任感，较强的承受能力和工作韧性，有团队精神，富有工作激情；4、有过猎头工作经验者优先。
                            ",人事部,不限,无,0人,,1000-2000人,30%,
行政人事主管,"7-12万
                                        

"," 
南京-玄武区
",大专及以上,3年以上,语言不限,年龄不限,"五险一金,团队聚餐,领导好,发展空间大,周末双休,免费水果零食,节日福利,扁平管理,定期体检,",职责描述：1. 在上级的领导和监督下定期完成量化的工作要求，并能独立处理和解决所负责的任务；2. 深入了解业务，根据各部门的用人需求拟定人物画像，优化招聘流程，提高招聘效率，扩充招聘渠道；3. 运用各类人才评价工具和方法，对人才的胜任力有全面而准确的评价，评估候选人并提供初面甄选报告；4. 负责公司员工关系管理及人事档案管理；5. 配合人事经理优化人事行政相关规章制度，搭建及完善人事行政管理流程；6. 实时掌握分公司员工动态，及时做好员工心理建设，适时引入团队活动和员工激励政策；7. 负责办公易耗品、固定资产采购、使用、维修、调拨、办公环境管理等行政管理工作；8. 辅助HRM进行其他人力资源管理工作。您需具备：1. 大专及以上学历，人力资源管理专业，有全盘人事行政操作经验，2年以上招聘工作经验优先；2. 具备专业的人力资源管理的知识体系和职业操守，对人力资源管理有自己独特的见解和独立的思考能力；3. 优秀的沟通能力、组织协调能力及亲和力，能自我驱动，独立、高效、高质量的完成招聘任务；4. 有猎头或外包经验优先。,"要求：
                            ",人力资源部,不限,HRM,0人,计算机软件,1-49人,,
招聘主管4187,"13-20万
                                        

"," 
杭州
",本科及以上,2年以上,普通话,25-30岁,"年底双薪,定期体检,节日礼物,领导好,扁平管理,管理规范,带薪年假,绩效奖金,",岗位职责:1、根据现有编制及业务发展需求，协调、统计各部门的招聘需求，编制年度人员招聘计划。2、开发、维护、评估、分析各招聘渠道。3、建立和完善公司的招聘流程和招聘体系。4、利用各种招聘渠道发布招聘广告，寻求招聘机构。5、执行招聘、甄选、面试、选择、安置工作。6、建立后备人才选拔方案和人才储备机制。,"资格:1、形象好，气质佳，有良好的沟通能力和表达能力，有工作热情；2、有招聘相关经验3-5年；3、有猎头从业经验1-3年以上优先；4、有金融、房产、汽车等行业招聘经验者优先；5、本岗位月收入稳定，另有绩效奖金；6、享受六险一金（社保五险一金+商业险2W/年），春节放假14天，及法定年假、过节费等各项福利
                            ",宜信财富管理二部,不限,无,0人,基金/证券/期货/投资,10000人以上,,
HRBP（研发部门）,"10-12万
                                        

"," 
深圳-宝安区
",本科及以上,2年以上,语言不限,年龄不限,"年底双薪,带薪年假,年度旅游,节日礼物,领导好,扁平管理,管理规范,技能培训,岗位晋升,五险一金,团队聚餐,发展空间大,优秀员工奖,",1、 了解研发部门的战略，组织开展有针对性的人力资源管理工作，如：招聘配置、培训、组织发展、员工关系、文化建设等配合达成业务目标2、 招聘体系和招聘渠道的搭建和维护，实施完成招聘计划和需求3、 开发和维护猎头资源和外包渠道4、 推行和完善总公司的人力行政制度5、 人力相关档案的维护和梳理6、 协调处理员工关系，重要员工信息的收集并时实汇报总公司人力负责人，营造良好的氛围环境，推进企业文化的落地。,"要求：1. 人力资源、劳动经济、心理学、管理学等相关专业本科以上学历2. 3年以上的工作经验，有IT领域的招聘经验优先考虑3. 企业家精神，能在快速发展的业务环境中不断成长
                            ",管理,不限,HRD,0人,计算机软件,100-499人,96%,
人力资源主管,"10-12万
                                        

"," 
广州-天河区
",本科及以上,经验不限,普通话,年龄不限,"领导好,技能培训,岗位晋升,发展空间大 ,",岗位职责：1、根据公司现有编制及业务发展需求，协调统计各职能部门的人员招聘需求；2、建立、管理和评估各个招聘渠道；3、负责员工招聘、面试、甄选、录用等工作；4、建立和完善公司的人才选拔体系和招聘流程；5、负责内部培训师队伍及内部课程开发体系的建立和管理；6、挑选和管理外部培训机构，定期组织员工参与外部培训课程；7、建立员工培训档案，设计培训考核方式、考核内容及管理政策。,"要求：1、全日制本科院校毕业；2、知名猎头公司从业者优先考虑；3、从业工龄大于3年；4、有企业内训活动组织经验者优先考虑；5、领悟力、执行力&责任心兼备。分享微信邮件
                            ",,不限,无,0人,,100-499人,86%,
HRBP（偏招聘）,"12-24万
                                        

"," 
北京
",统招本科,3年以上,语言不限,年龄不限,"五险一金,公司规模大,发展空间大,",岗位职责： 1、承接公司的发展战略和项目规划，结果导向，满足业务部门的用人需求； 2、负责招聘实施，分析评估招聘需求，制订招聘计划和实施方案，监控招聘过程，并对招聘效果进行评估； 3、研究行业发展动向，收集行业内人才信息，积累人才资源库，建立人才储备库，定期撰写招聘分析报告。4、了解所支持业务单元的业务状况和团队运作状况，理解业务战略并促进人力资源战略在业务单元的有效实施，关注人才发展与核心人才保留、人才梯队建设；5、在公司整体企业文化指导下，推动业务部门内部团队的建设，建立有效的沟通渠道，保证信息通畅；,"要求： 1、统招本科及以上学历，3年以上互联网/IT行业招聘工作经验或猎头经验； 2、具备扎实的招聘功底，专注在招聘版块，能够自已独挡一面，曾为大型企业招聘过中高端人才； 3、有大型公司mapping经验或具有丰富的高端人脉和人力资源储备信息者优先；4、充满激情，内驱力强，能承担较大的工作压力，能适应公司快速发展的工作节奏。
                            ",行业集团,不限,无,0人,互联网/移动互联网/电子商务,1000-2000人,57%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
人力资源专员,"4-6万
                                        

"," 
温州-龙湾区
",大专及以上,1年以上,语言不限,年龄不限,"交通补助,通讯津贴,午餐补助,节日礼物,领导好,全勤奖,五险,",职责描述：1.开发及维护招聘渠道，保证招聘工作的有效性。2.负责公司相关人员的招聘及录用。3.及时跟踪各用人部门的需求及在职员工的留用情况。4.负责办理员工入职、离职、调任、升职等手续；考勤管理与相关文件存档等其他人事日常事务。5.编制员工工资报表，保证工资的按时发放。6.负责领导交代的其他任务。,"要求：1.一年以上工作经验，有招聘经验最佳。2.人力资源管理专业优先。3.有人力资源相关证书优先。4.有猎头工作经验优先。
                            ",人力资源部,不限,无,0人,互联网/移动互联网/电子商务,永中街道龙祥路2666号青山控股集团B-10,,
人事行政专员,,,,,,,,,,,,,,,,,
猎头,"
                    	10-20万
                    ",常州,大专及以上,1年以上,语言不限,20-35岁,,"
               职位描述：（1）协助顾问收集目标行业的客户信息，分析研究客户的要求，为客户提供有价值的服务；（2）根据客户提供的职位，寻访适合该职位的候选人；（3）协助顾问联络候选人，安排候选人面试；（4）协助顾问进行市场拓展，了解客户需求，达成委托招聘协议，维护良好的客户关系；（5）与客户及候选人保持良好的沟通，及时获取并准确、有效的信息，并传递双方信息反馈；（6）协助顾问完成业绩指标，有效执行顾问的工作安排。（7）按照要求完成相关的候选人报告2、","要求：（1）有人力资源招聘、猎头从业经验优先；（2）喜欢与人打交道，善于通过电话与人建立联系；（3）学习能力强，有较强的责任心和抗压能力；（4）思维敏捷,人际交往广,良好的沟通技巧；（5）对互联网搜索熟练应用。
            ",业务部,不限,业务经理,0人,,,"
100%
							",1
猎头顾问,"
                    	10-30万
                    ",宁夏,大专及以上,1年以上,语言不限,25-35岁,,"
               岗位职责 ：工作关键词：前期重点候选人寻访、中期客户BD 、后期360度都涉及候选人方面：1、研究分析客户的职位要求、通过各种渠道快速寻找候选人，进行候选人资料的收集、分类、整理，对简历做初步筛选；寻访适合该职位的候选人； 2、对合适的候选人进行初步沟通、评估并撰写候选人简历报告； 3、协调沟通候选人与客户公司之间的面试安排，候选人背景调查、薪资协调、offer跟进、入职跟进进展并及时反馈； 4、与候选人保持良好的沟通，及时获取并准确、有效的信息，并传递双方信息反馈，确保客户公司和候选人之间交流的畅通和有效性.。客户方面：1、开发及拓展客户，了解客户潜在人才需求； 2、负责客户委托的招聘项目，与客户充分沟通，分析职位需求，必要时为客户提供一定的咨询或引导；制定详细的寻访方案，选择寻访渠道； 3、保持与维护客户和被录用者良好的关系，了解市场动态，寻找和挖掘业务信息，进行业务拓展； 4、独立起来后，可根据公司标准配带助理； 5、按要求完成自身考核、简历报告、推荐、面试量、offer、业绩等相关指标； 6、协助顾问、与团队成员相互配合共同完成团队业绩指标，有效执行顾问的工作安排。","要求：1、25-35岁，男女不限，大专以上学历； 2、有2年以上人事、猎头经验者优先； 3、人际交往广,良好的沟通技巧，善于通过电话与人建立联系； 4、学习能力强，有较强的责任心和抗压能力； 5、抗压能力强； 6、熟悉互联网搜索应用，对人力资源行业有浓厚兴趣，热爱并立志于在猎头行业或者人力资源行业长期发展。
            ",猎头部,不限,vp,0人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
猎头顾问,"
                    	10-20万
                    ",成都,大专及以上,3年以上,语言不限,22-35岁,,"
               岗位职责：1、独立操作客户职位项目，提供招聘方案与计划；2、搜索目标候选人，与候选人沟通职位，对人选进行评估判断，确定合适人选；3、制作推荐报告，协调候选人面试，Offer谈判、背景调查及后续跟踪服务；","要求：一年及以上猎头经验，行业不限，熟悉建筑地产行业者优先。具备很强的沟通能力、协调能力和销售技巧。薪酬结构：底薪+绩效+提成（25%-40%）+其他奖励作息时间：朝九晚六，双休。其他节假日按国家规定执行
            ",猎头部,不限,teamleader,0人,,,"
100%
							",1
猎头助理,"
                    	10-15万
                    ",天津,本科及以上,1年以上,英语,20-30岁,,"
               1.根据职位分析，制定候选人寻访方案； 2.根据候选人资料的收集，分类，对简历进行初步筛选； 3.通过各种渠道寻访人选，进行初步的面试评估； 4.提供人选评价，推荐报告； 5.沟通协调人选面试，跟进进展； 6.人选背景调查；薪酬谈判，入职跟进。
",,猎头事业部,不限,项目经理,0人,,,"
80%
							",1
猎头顾问,"
                    	10-15万
                    ",天津,本科及以上,1年以上,英语,20-30岁,,"
               1.根据职位分析，制定候选人寻访方案； 2.根据候选人资料的收集，分类，对简历进行初步筛选； 3.通过各种渠道寻访人选，进行初步的面试评估； 4.提供人选评价，推荐报告； 5.沟通协调人选面试，跟进进展； 6.人选背景调查；薪酬谈判，入职跟进。
",,猎头事业部,不限,项目经理,0人,,,"
100%
							",1
招聘岗-猎头方向,"
                    	10-12万
                    ",天津,学历不限,1年以上,语言不限,20-30岁,,"
               1.根据职位分析，制定候选人寻访方案；2.根据候选人资料的收集，分类，对简历进行初步筛选；3.通过各种渠道寻访人选，进行初步的面试评估；4.提供人选评价，推荐报告；5.沟通协调人选面试，跟进进展；6.人选背景调查；薪酬谈判，入职跟进。周六日双休， 五险一金。
            ",,猎头事业部,不限,部门负责人,0人,,,"
91%
							",1
猎头寻访员/实习 Researcher/Intern,"
                    	10-30万
                    ",上海,大专及以上,1年以上,语言不限,20-40岁,,"
               Job description Conduct business development and build pipeline of work Deliver on assignments by consistently using our designed recruitment methodology (Qualify, Source, Screen, Select and Service) Develop and maintain strong candidate and client relationships; leverage relationships to generate leads and relationships for other teams Deepen knowledge and expertise in area of specialization and established accounts in area of focus Consistently capture all required data in our sophisticated database.Desired Skills and Experience Uncapped earning potential - realise your personal financial goals with a career with Allegis Group APAC Guidance and mentoring from some of the most respected individuals in the industry Be part of a global business which has a complete focus on ensuring every single employee can be the best they can Interstate and international career opportunities Chance to attend annual overseas conference Chance to have your partner in celebrating your success together for an overseas incentive tripOn Offer Uncapped earning potential - realize your personal financial goals with a career with Allegis Group APAC Guidance and mentoring from some of the most respected individuals in the industry Well established training system in assisting the non recruitment background individual to build a successful recruitment career over our portal Be part of a global business which has a complete focus on ensuring every single employee can be the best they can Interstate and international career opportunities Chance to attend annual overseas conferenceChinese Version: 岗位职责：1. 对所在行业有深入的认知，包括对相关行业的信息进行收集和整理、分析和研究；2. 成为行业专家，迅速搭建相关人脉资源；3. 能独立开拓有效且广泛的候选人搜索渠道；4. 深入研究职位，根据职位需求，对候选人进行精确筛选；5. 能独立开展面试，薪酬谈判，候选人管理，背景调查等；6. 在候选人与客户之间搭建有效且专业的沟通和互信，能不断从客户端获取新职位信息；7. 有效完成顾问的绩效考核指标。工作要求:1. 本科学历及以上；2. 有在实体行业的销售经验或业务开拓经验，有猎头经验者更优；3. 有大客户维护经验者更优； 4. 有业务敏锐度，对达成结果充满热情；5. 积极主动，有自我驱动力，自信，团队合作者；6. 良好的英语沟通能力。
            ",,IT Team,不限,Team Leader,0人,,,"
86%
							",1
Associate Consultant/猎头顾问,"
                    	10-20万
                    ",广州,统招本科,经验不限,英语 + 普通话 + 粤语,20-35岁,,"
                1.Handle Full cycle of recruitment for all functions from sourcing, screening resume, interviewing candidates to salary offer negotiation 2.Develop and maintain strong business relationships with hiring managers in order to enable delivery of their recruitment needs 3.Understand the organization’s business models, operations, financial goals, competitive position and talent strategy of clients 4.Advise management team on appropriate recruitment methods and salary ranges 5.Extensive experience in client servicing and key account management 6.Strong in business development, networking, and relationship building
            ",,AC,不限,Team Leader,0人,,,"
100%
							",1
(高级）猎头顾问/Team Leader,"
                    	10-30万
                    ",北京,大专及以上,1年以上,语言不限,20-35岁,,"
               职业发展路径：1）顾问助理-猎头顾问-高级猎头顾问-管理顾问-管理合伙人；2）顾问助理-猎头顾问-高级猎头顾问-专家顾问-顾问合伙人。猎头顾问：360顾问高级猎头顾问：视情况带RC或实习生，1名或多名管理顾问：视情况下设高级顾问/顾问，RC，实习生多名合伙人：利润分享者
",,Jeffrey,不限,总经理,0人,,,"
100%
							",1
猎头顾问/助理,"
                    	10-10万
                    ",青岛,学历不限,1年以上,语言不限,22-30岁,,"
               岗位职责：1、负责IT或金融领域的职位操作。职位要求：1、具备优秀的人际沟通能力，对人的敏锐洞察力和判断力，有团结协作精神，思维缜密，关注细节；2、乐观积极，具有工作积极性，有高度的责任感，具有客户管理或项目管理经验； 3、善于学习，以结果导向，具备一定的自我管理能力，目标清晰；4、与客户和候选人保持良好关系，了解市场动态，寻找和挖掘业务信息，进行业务拓展；5、热爱招聘，热爱猎头，有过一定猎头行业工作经验者优先考虑；6、若有IT或金融行业的招聘经验也可考虑。
            ",,互联网组,不限,分公司负责人,0人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
高级猎头顾问,"
                    	10-20万
                    ",合肥,大专及以上,3年以上,英语 + 普通话,20-35岁,,"
               负责目标行业客户信息分析，研究客户需求。负责市场拓展，与客户建立委托招聘协议，并维系良好的客户关系。从客户端收集、分析客户需求的详细信息并实施有效的招聘行动。从客户的招聘需求中确认职位所需的能力及资历，分析市场并确立搜寻的方向及目标指导助理利用有效工具，有计划的进行搜索、筛选候选人。
            ",,咨询部,不限,经理,0人,,,"
100%
							",1
猎头顾问助理,"
                    	10-10万
                    ",上海,大专及以上,1年以上,语言不限,20-30岁,,"
               需要有销售、商务、市场背景岗位职责： 1、协助顾问项目的具体推进、执行，完成年度业务指标；2、建立人才搜寻渠道，了解中高级人才的动态信息；3、开发及拓展客户，了解客户潜在人才需求；4、与客户沟通，了解客户需求信息，提供招聘方案与计划；5、进行职位分析，制定详细的寻访方案，选择寻访渠道；6、搜索、面试、评估、筛选及推荐候选人；7、向客户做候选人面试安排、结果反馈、背景调查及后续跟踪服务；8、保持与维护客户和被录用者良好的关系；","资格：1、大专以上学历，1年以上工作经验;2、熟悉人选的甄选技巧，具客户管理或项目管理经验；3、良好的表达沟通能力和职业道德观，学习能力和独立性强，能承受较大的工作压力；4、优良的沟通能力，对人的敏锐洞察力和判断力，工作细致，有团结协作精神。
            ",招聘部,不限,猎头经理,0人,,,"
100%
							",1
诚邀猎头顾问-base上海/成都,"
                    	10-30万
                    ",上海,统招本科,1年以上,语言不限,20-30岁,,"
               工作职责：★ 理解客户需求，对岗位职责分析；★ 寻访目标候选人，甄选、评估候选人，充分与其沟通以期达到高匹配度，并帮助其找到最优的职业发展路线；★ 推荐候选人，提供专业化、标准化以及系统的人才推荐报告，安排候选人面试、沟通反馈、背景调查、Offer谈判及后续跟踪服务；★ 协调客户和被录用者之间的关系，关注客户满意度和被录用者的职业发展；★ 维护客户关系，深入挖掘新老客户的招聘需求，同时进行客户拓展工作； ","要求：★ 本科及以上学历，专业不限，优秀者可放宽学历要求；★ 1年以上猎头行业经验或地产行业招聘工作经验；★ 性格积极主动，思维敏捷，擅长有效沟通，并具有良好的客户服务意识；★ 具有快速、持续的学习能力，有一定的灵活应变性，良好的抗压性，愿意同比自己强大N倍的人共事或学习；只要你有兴趣和动力我们将为您提供：--- 一个充分发挥才能外企的工作氛围+民营的人性管理让您工作生活两不误，为您建立有意义和富有挑战性的事业提供平台；--- 热情、专业的企业文化，广阔的发展舞台，接触大量优秀企业和人才的机会；--- 强大的行业中高端人才数据库共享以及世界500强知名行业品牌公司的支持；--- 透明公开的晋升渠道，为您提供清晰的职业发展规划：助理顾问（AC）---顾问（C）---高级顾问（SC）/ 顾问经理（MC）---Team leader---合伙人新人入职培训+定期在岗培训+专家顾问培训（每月1次）+相关行业知识培训（内外部行业精英）--- 行业内外都极具有竞争力的薪资：极具竞争力的无责底薪（open可谈）+奖金提成（让你可以忽略底薪）+完善的五险一金+补充商业保险+极具吸引力的年度激励奖金+团队国内外游+惊喜生日聚会+团队活动+不定期额外带薪休假；--- 工作时间：朝九晚六，做五休二，周末双休，国家法定假期，额外带薪年假；另外还有弹性工作制的激励活动哦~公司地址：上海市杨浦区大连路688号宝地广场A座205室 / 成都市锦江区东大街紫东楼段东方广场A座2207
            ",人力资源行业,不限,M,0人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
诚招猎头manager-base上海，行业不限,"
                    	30-60万
                    ",上海,学历不限,5年以上,英语,28-40岁,,"
               工作职责：★ 理解客户需求，对岗位职责分析；★ 管理团队，制定团队发展规划；★ 协调客户和被录用者之间的关系，关注客户满意度和被录用者的职业发展；★ 维护客户关系，深入挖掘新老客户的招聘需求，同时进行客户拓展工作； ","要求：★ 本科及以上学历，专业不限，优秀者可放宽学历要求；★ 5年以上猎头行业经验，行业不限；★ 性格积极主动，思维敏捷，擅长有效沟通，并具有良好的客户服务意识；★ 具有快速、持续的学习能力，有一定的灵活应变性，良好的抗压性，愿意同比自己强大N倍的人共事或学习；只要你有兴趣和动力我们将为您提供：--- 一个充分发挥才能外企的工作氛围+民营的人性管理让您工作生活两不误，为您建立有意义和富有挑战性的事业提供平台；--- 热情、专业的企业文化，广阔的发展舞台，接触大量优秀企业和人才的机会；--- 强大的行业中高端人才数据库共享以及世界500强知名行业品牌公司的支持；--- 透明公开的晋升渠道，为您提供清晰的职业发展规划：高级顾问（SC）/ 顾问经理（MC）---Team leader---合伙人新人入职培训+定期在岗培训+专家顾问培训（每月1次）+相关行业知识培训（内外部行业精英）--- 行业内外都极具有竞争力的薪资：极具竞争力的无责底薪（open可谈）+奖金提成（让你可以忽略底薪）+完善的五险一金+补充商业保险+极具吸引力的年度激励奖金+团队国内外游+惊喜生日聚会+团队活动+不定期额外带薪休假；--- 工作时间：朝九晚六，做五休二，周末双休，国家法定假期，额外带薪年假；另外还有弹性工作制的激励活动哦~公司地址：上海市杨浦区大连路688号宝地广场A座205室 / 成都市锦江区东大街紫东楼段东方广场A座2207工作地址上海市杨浦区大连路688号宝地广场A座205室
            ",人力资源行业,不限,boss,0人,,,"
100%
							",1
