职位,薪金范围,所在地,学历,工作年限,语言,年龄,员工福利,岗位职责,任职要求,所属部门,专业要求,汇报对象,下属人数,行业,公司规模,应聘查看率,是否仅限VIP查看
中试细胞培养操作员,"面议
                                        

"," 
上海
",本科及以上,3年以上,语言不限,年龄不限,"交通补助,通讯津贴,午餐补助,定期体检,节日礼物,五险一金,",岗位职责： 1、独立进行细胞复苏、培养、大规模细胞反应器操作等方面的实验。 2、按照SOP，进行200L中试生产操作，包括培养基配制、接种、取样检测。 3、实验记录、生产批记录的书写；实验数据的整理。 4、仪器、设备的日常维护。 5、上级交代的其它工作。 ,"条件： 1、生物工程、生物技术、生物化工等专业硕士以上学历；2、具有CHO细胞培养1年以上经验者，优先考虑； 3、具有一定的生物反应器操作经验； 4、具有一定的无菌操作经验； 5、有较强的工作热情与责任心，团队合作、交流能力强。
                            ",科研,不限,无,0人,制药/生物工程,100-499人,37%,
细胞培养工艺开发研究员(J11295),"面议
                                        

"," 
上海-浦东新区
",统招本科,2年以上,语言不限,年龄不限,"年底双薪,年度旅游,五险一金,",工作职责:1、开发抗体药物CHO细胞培养工艺；2、摇瓶、反应器细胞培养工艺开发；3、细胞培养的培养基优化；4、负责抗体药物申报资料的书写；5、 完成上级交办的其他工作。,"资格:本科以上学历生物学，药学及生物化学等相关专业有1年以上的细胞培养经验，能承担细胞培养工艺开发工作掌握细胞培养工艺开发的相关知识，曾参与抗体药物临床试验资料书写工作 有细胞培养工艺开发经验，有较强的团队合作意识，能吃苦耐劳。
",研发,不限,无,0人,制药/生物工程,浦东新区张江哈雷路898弄8号楼,,
Financial Report Governance Manager,"面议
                                        

"," 
上海
",统招本科,4年以上,英语 + 普通话,年龄不限,"年底双薪,绩效奖金,带薪年假,定期体检,年度旅游,节日礼物,领导好,扁平管理,","岗位职责:Job Summary:Financial GovernanceKey Responsibilities:Involve in assessment of the regulatory requirements changes and perform impact analysis to management. Report the regulatory reporting analysis to management based on regulatory requirements.Plan and execute sample audit testing on financial reports quality through various audit methodologies (e.g. analytical reviews, sample testing etc.) and report identified issues to management for in compliance with group and regulatory requirements.Support to produce management report with analysis to management, including CHO Audit committee, ULOC, Financial Risk committee, ALCO committee, RPT committee and any other ad hoc request for committee meeting materials preparations.Involve in the funds management (mianly incl. UL & ILP fund), AR / AP management and Long-term assets management (e.g. fixed assets, intangible assets)Involve in the development of Internal Control framework ensuring that they are relevant to Finance’s operating environment.Facilitate control/process owners to build up or improve internal SOP and management policies. Monitor and provide advice to management to minimize risk resulting from poor internal controls.Involve in review of the responses to internal and external audit management letter queries to ensure that recommendations are implemented;Partner with business teams and work with department heads to support business strategy.Projects involvement if required and any other ad hoc tasks allocatedJob Requirements:A bachelor’s degree or above with major in Finance or Accounting, CPA or ACCA is preferential.At least 4-6 years working experience in finance or auditing related, experience in insurance industry is preferred.Famillar with CAS and IFRS, regulatory and complinance rule of China especially for insurance reporting is preferred.Experience in writing internal policies and procedures and process evaluation and documentation is preferred.Proactive and a problem solver with strong analytical and organizational skills, strong communication capability in both oral and written.Detail oriented and ability to work and interpret figures and other financial information.Ability to address issues and effect change effectively.The flexibility and independence to work in a changing environment.Proficient presentation and communication skills in English and mandarinGood PC applications skills and knowledge (excel/word/PPT)
                            ",,Finance,不限,无,0人,保险,2000-5000人,84%,
Financial Report Governance Specialist,"面议
                                        

"," 
上海
",统招本科,3年以上,普通话,年龄不限,"年底双薪,绩效奖金,带薪年假,定期体检,年度旅游,节日礼物,领导好,扁平管理,","岗位职责:Job Summary:Financial GovernanceKey Responsibilities:Assist in the assessment of regulatory requirements changes and perform impact analysis to management. Report the regulatory reporting analysis to management based on regulatory requirements.Assist in planning and execution of the sample audit testing on financial reports quality through various audit methodologies (e.g. analytical reviews, sample testing etc.) and report identified issues to management for in compliance with group and regulatory requirements.Support to produce management report with analysis to management, including CHO Audit committee, ULOC, Financial Risk committee, ALCO committee, RPT committee and any other ad hoc request for committee meeting materials preparations.Provide support in the funds management (mianly incl. UL & ILP fund), AR / AP management and Long-term assets management (e.g. fixed assets, intangible assets)Assist in the development of Internal Control framework ensuring that they are relevant to Finance’s operating environment.Help to facilitate control/process owners to build up or improve internal SOP and management policies. Monitor and provide advice to management to minimize risk resulting from poor internal controls.Assist in the review of responses to internal and external audit management letter queries to ensure that recommendations are implemented;Projects involvement if required and any other ad hoc tasks allocatedJob Requirements:A bachelor’s degree or above with major in Finance or Accounting, CPA or ACCA is preferential.At least 3 years working experience in finance or auditing related, experience in insurance industry is preferred.Famillar with CAS and IFRS, regulatory and complinance rule of China especially for insurance reporting is preferred.Experience in writing internal policies and procedures and process evaluation and documentation is preferred.Proactive and a problem solver with strong analytical and organizational skills, strong communication capability in both oral and written.Detail oriented and ability to work and interpret figures and other financial information.Ability to address issues and effect change effectively.The flexibility and independence to work in a changing environment.Proficient presentation and communication skills in English and mandarinGood PC applications skills and knowledge (excel/word/PPT)A bachelor’s degree or above with major in Finance or Accounting, CPA or ACCA is preferential.At least 3 years working experience in finance or auditing related, experience in insurance industry is preferred.Famillar with CAS and IFRS, regulatory and complinance rule of China especially for insurance reporting is preferred.Experience in writing internal policies and procedures and process evaluation and documentation is preferred.Proactive and a problem solver with strong analytical and organizational skills, strong communication capability in both oral and written.Detail oriented and ability to work and interpret figures and other financial information.Ability to address issues and effect change effectively.The flexibility and independence to work in a changing environment.Proficient presentation and communication skills in English and mandarinGood PC applications skills and knowledge (excel/word/PPT)
                            ",,Finance,不限,无,0人,保险,2000-5000人,84%,
人力资源总监,"
                    	36-50万
                    ",上海,统招本科,10年以上,普通话,35-45岁,,"
               1、按照集团总体发展战略，协助CHO制定集团人才发展战略规划并制订短、中、长期人力资源发展计划；2、协同CHO建立和完善人力资源管理体系，并组织实施人力资源管理工作包含招聘、培训、绩效、薪酬及员工发展等；3、负责集团人力资源团队的日常管理，擅长各类中高级人才的甄别和选拔，完善公司人才储备和梯队建设；4、定期向CHO提供有关人力资源战略、组织建设、行政管理等方面的专项建议，为公司重大决策提供人力资源信息支持；5、保持与集团公司下辖各子公司人力资源团队的沟通，协助规范完善各级人力资源相关规则制度，并提出建设性意见；6、完成管理层交办的其他事宜。
",,人力资源部,不限,CHO,7人,,,"
100%
							",1
细胞培养工艺总监,"
                    	40-60万
                    ",苏州,硕士及以上,8年以上,语言不限,35-50岁,,"
               工作职责：Responsibilities:1. 指导和管理上游工艺开发人员Coaching, mentoring and managing junior upstream process development staff2. 细胞培养工艺开发，工艺放大，技术转移和GMP生产支持Lead cell culture process development, process scaleup，tech transfer to internal or external manufacturing sites, and GMP manufacturing support.3. 细胞培养缩小模型确认，工艺表征和工艺验证Lead scale-down model qualification, process characterization and process validation4. 生物药开发CMC和项目管理CMC and program management for the development of biopharmaceuticals5. 撰写和审核技术开发报告、工艺规程、SOPs、IND/BLA申报资料Write and review process development reports, process descriptions, SOPs, IND/BLA filing documents.岗位要求：Requirements:1. 生物化工/生物工程/生物技术等相关专业硕士以上学历Master or PhD degree in Biochemical Engineering/Bioengineering/Biotechnology or related field2. 博士4年以上，硕士7年以上生物制药企业哺乳动物细胞培养工艺开发、工艺放大和技术转移经验PhD with 4+ years industry experience or MS with 7+ years industry experience in cell culture process development, process scale-up, and tech transfer3. 必须具有CHO或其它哺乳动物细胞生产单克隆抗体或重组蛋白经验Previous experience with CHO or other mammalian cell for mAb or recombinant protein production is required4. 必须具有摇瓶和反应器培养经验，具有GE/Xcellerex，Thermo/Finesse或Sartorius 等一次性反应罐使用经验Hands-on experience in shake flask and bioreactor cell culture is required, hands-on experience with GE/Xcellerex, Thermo/Finesse and/or Sartorius Single Use Bioreactors is plus 5. 具有中国和欧美IND申报和GMP知识或经验Knowledge or experience with IND filing and GMP in China, US or EU is plus6. 良好的英文读写能力，能用英语进行口头交流Good reading and writing skills in English, can communicate fluently in oral English7. 具有团队协作和创新精神，善于沟通，良好的分析和解决问题能力，有较强的责任心。Good teamwork, communication and problem solving skills. 
",,研发中心,生物制品相关专业,高级副总裁,20人,,,"
100%
							",1
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,1
HRBP Head,"
                    	70-100万
                    ",北京,学历不限,8年以上,英语,30-40岁,,"
               业务对接各区域总裁，区域平台以投资为主，业务财务较多GM主要维护当地政府关系，投资新项目，与目前业务协同支持华东、华南、四川已建立，国外有东南亚，澳新，欧洲。汇报国内的HRVP，需要英文沟通HR需要负责招聘，绩效，激励政策等8-10年以上人力资源管理工作经验，3-5年以上管理经验；投资或金融行业的经验的优先
",,人力部,不限,HRVP,6人,,,"
100%
							",1
人力资源副总经理/总助,"
                    	50-70万
                    ",南京,统招本科,8年以上,语言不限,32-40岁,,"
               职责描述：1、协助CHO(副总裁)管理人力体系工作","要求：1、熟悉人力及行政相关专业知识2、8年以上相关工作经验，5年以上房地产人力资源经理管理岗位工作经验3、具有较强的管理能力、解决复杂问题的能力，较强的计划性和实施执行的能力，具备良好的责任心和事业心
            ",人力资源部,不限,人力资源副总裁,0人,,,"
97%
							",1
集团人力资源副总裁,"
                    	120-170万
                    ",广东省,本科及以上,8年以上,语言不限,35-43岁,,"
               所在部门：HRVP（分管人力资源中心和战略管理中心）上下级关系：上司为集团总裁，下属为人力资源中心各经理，战略管理中心各经理岗位职责：1、全面负责集团人力资源中心和战略管理中心的管理和运营，对两个部门的业绩负责；2、改造提升集团整体的人力资源管理能力，未公司运营和发展提供强有力的人力资源体系支持；3、管理集团发展战略，包括业务发展方向和产业投资的分析，负责将战略解码和分解，落实到经营管理之中；4、参与集团公司的经营管理，为下属各事业部提供发展、管控等建议和方案；5、指导和提升企业文化建设；要求：1、全日制大学本科以上学历，211重点大学毕业优先，管理类专业优先，43周岁以下；2、能承受较大的工作压力，接受每年2~3个月的国外出差，英语或法语能力强者优先考虑；3、10年以上大型企业人力管理经验，其中至少2年以上大型集团公司人力资源负责人经验；4、具有企业战略管理方面经验，熟练掌握战略分析、战略解码、战略分解、经营管理计划制定等方法工具；5、具有大型管理咨询公司经历，主导过战略、组织、人才激励等项目者优先考虑；6、从人力资源基层做起，基础扎实，经历过人力资源全模块的工作；7、高智商高情商，追求事业发展平台，吃苦耐劳，工作追求实效。
            ",,人事,不限,董事长,0人,,,"
100%
							",1
干部培训总监,"
                    	42-70万
                    ",江苏省,本科及以上,5年以上,语言不限,30-45岁,,"
               岗位名称一：干部管理总监（2名）岗位职责：1、根据集团发展战略，制定高管人员发展规划与梯队建设，打造适应集团发展需求的核心人才供应链体系。2、负责集团高管人员的选拔、培养，并向主要领导提出任用建议，推进核心团队科学合理配置与优化。打造有凝聚力、战斗力团队。3、组织高级人才招聘管理工作，引进有潜力、符合公司发展需要的领军人才及其他核心人才。4、围绕新业务发展和岗位要求，负责新业务第一负责人和核心团队的选拔与搭建工作。5、建立科学的高管团队绩效考核管理体系，及思想文化价值观评估考察体系。",要求：1、30-45岁，全日制本科及以上学历，人力资源等管理类专业优先。2、8年以上人力资源相关工作经验，其中3年以上负责人管理工作经验。有零售、地产、金融、物流、文化体育相关领域大企业的干部管理工作经验优先； 3、专业、成熟、稳重，有较强的辨人识人能力，及核心团队组建能力。4、具备较强的事业心、责任心、沟通协调能力。5、具备良好的职业道德和职业操守，能承受一定的工作压力，组织性、纪律性好，保密意识强。工作地点：南京岗位名称二： 领导力培训总监岗位职责： 1、牵头搭建各级干部队伍的领导力模型与培养体系，设计或引进相应的领导力培训课程；2、整合内部部资源、搭建优质的师资队伍，推动干部领导力的培训及能力的持续提升；3、策划并组织各级干部进行各项领导力方面的培训、培养学习；4、以重点样板切入，总结和提炼领导力的成功案例和实践经验，并形成模式进行分享、培训、推广；5、进行部门内部日常管理及下属员工的管理、考核、培养；6、在上级的指导下，组织企业大学与外部机构或组织交流活动，从而提升企业的品牌和知名度。,人事部,不限,CHO,0人,,,"
67%
							",1
HRD—深圳知名C轮公司,"
                    	40-70万
                    ",深圳,统招本科,8年以上,语言不限,28-38岁,,"
               D轮公司，Saas行业。累计融资额超过2亿人民币，目前细分领域占有率第一。目前公司300人，定位是HRVP，直接汇报创始人。创始团队：金蝶、华为、中兴、腾讯为主工作职责：1、参与制订公司发展战略，分析诊断人力资源管理状况并提出解决方案，为公司经营管理决策提供支撑；2、依据公司经营管理需要对公司组织结构进行分析，推动组织变革，并致力于提高公司综合管理水平，控制人力资源成本；3、全面统筹规划人力资源开发及战略管理，拟定人力资源规划方案，并监督各项计划的实施；4、建立并完善人力资源管理体系，研究、设计人力资源管理模式，应用并持续完善；5、及时处理与解决公司管理过程中的人力资源问题，指导员工职业生涯规划；6、根据公司发展战略及价值导向，领导营造良好的企业文化氛围，塑造和强化公司价值观，推进公司企业文化建设，不断提高组织和团队的战斗力。","资格：1、正规学校本科及以上学历,5年以上人力资源管理经验，有互联网行业工作经验者优先； 2、熟悉现代企业管理模式，具备相关实践的经验，熟悉招聘、绩效等至少2个主要模块工作； 3、主持过大型公司人力资源管理规划、建立、实施和管理经验，具备人力资源战略开发经验； 4、具备先进的人力资源管理理念和方法，具备人力资源管理诊断与咨询成功案例与经验，有行业top公司工作经验优先；
            ",人力资源,不限,CEO,7人,,,"
100%
							",1
HRBP Head/HRD,"
                    	50-80万
                    ",上海,本科及以上,5年以上,英语 + 普通话,27-45岁,,"
               1. 根据人力资源规划，编制招聘需求分析；2. 建立招聘流程与招聘制度的设计；3. 根据业务单元人力需求，拟定员工职业生涯规划；4. 根据设立的内部轮岗/晋升机制，组织实施；5. 建立员工流失控制机制，并统计分析员工流失信息；6. 提供绩效管理思想，评估并验证有效性；7. 协助制定薪酬体系，并实施薪酬核算；8. 协助编制奖励机制、激励机制；9. 培训需求分析，编制绩效提升需求、绩效改善报告；10. 建立培训管理机制，编制培训管理制度及培训流程；11. 编制培训计划，设计培训方式和渠道选择；12. 实施培训，并完成培训效果评估；13. 协助HRVP完成人力资源部的各项事务。
            ",,人力资源部,不限,HRVP,0人,,,"
100%
							",1
招聘总监(高级经理）,"
                    	60-90万
                    ",北京,本科及以上,5年以上,语言不限,30-40岁,,"
               1、根据人力资源战略需求，制定年度招聘计划及预算方案；2、参与制定人力资源战略规划，为重大人事决策提供建议和信息支持；3、制定阶段性人员招聘计划，根据年度计划及HRVP的安排，组织实施招聘；4、搭建招聘管理体系，并根据业务的发展不断完善招聘制度、流程及监督执行；5、全面负责集团业务线(B2C电商业务线、O2O业务线、经销商业务线)的招聘管理工作，涉及部门包含产品部、研发部、项目管理部、运营部、设计部、第三方平台运营部、会员管理部、客服部、工程部、连锁运营部、市场部、经销商拓展部、销售管理部、法务部、人事部、行政部、财务部、资本部等；6、定期将招聘数据汇总分析，报送公司及各业务体系管理者，并根据招聘数据对招聘工作进行改善及调整；7、招聘渠道维护与开发：常规网络招聘渠道、垂直招聘渠道、同行业LIST、内部举荐、猎头、建立公司人才库，定期对人才库候选人进行回访；8、搭建人才测评体系，通用类人才测评、专业类人才测评、管理类人才测评
",,人力资源部,不限,CHO,0人,,,"
83%
							",1
全球海外事业总部CEO,"
                    	100-130万
                    ",北京,统招本科,15年以上,语言不限,20-42岁,,"
               岗位职责：1.负责全球海外事业总部全面管理工作，对事业总部整体P/L负责；2.统筹总部及各国家公司战略、营销、运营管理及政府事务工作；3.根据公司整体战略，制订事业总部业务战略和目标，负责全球总部及各国家公司设立相关事宜，包括团队组建、制度建设和人才培养等，研究探索海外业务管理模式；4.协调总部资源支持海外公司的销售、交付、客户服务以及运营工作，指导并参与海外公司重点项目；5.协调资源负责对各个国家公司进行相关培训，包括但不限于销售、产品技术、解决方案、交付服务等；6.在全球总部首席人才官协助下，对总部及各国家公司的绩效进行管理。岗位要求：1.具备15年以上全球化大型企业海外组织设立、组建、管理经验，其中8年以上全面管理经验，新能源行业或者相关行业经历者优先；2.富有创新性，具备一流的领导力和战略规划能力；3.具备优秀的组织协调能力、沟通能力、适应变革能力、解决问题能力及抗压能力；4.中英文流利，精通目标国家第二外语者优先；5.第一学历为全日制统招本科；6.42周岁以下，特别优秀者可视具体情况放宽年龄要求。
            ",,全球海外事业总部,不限,上市公司董事会主席,0人,,,"
91%
							",1
组织发展总监,"
                    	60-90万
                    ",江西省,统招本科,8年以上,语言不限,32-42岁,,"
               主要职责：1、 梳理HRVP对总部及分子公司的组织架构和内部管理，盘点目前的人才储备，配合公司业务转型，搭建总部及分子公司的组织架构、制定人力资源规划并组织实施；2、消化、引进具有竞争力、公平性的薪酬管理体系，激励员工的潜力和积极性，增强公司凝聚力；3、 依据公司人力资源开发目标和职位管理工作，制定员工职业生涯规划目标、并组织实施，真正建立公司的人才梯队；4、 利用人力资源管理手段，建立人才管理和发展机制，建立使人才公平竞争的环境，最大限度开发人才潜能；5、 根据公司产业经营的发展战略，搭建多品牌、多领域发展的业务架构和集团管控机制，招募团队、搭建班子，促进业务发展；6、 负责构建流程运营体系，对流程运行效果做定期分析与评估, 将形成风险管控报告和流程运营报告，组织HR流程的持续优化和推行，确保流程在全公司落地",要求：1、本科以上学历，经济管理、人力资源管理专业等相关专业；2、五年以上名企背景及人力资源高级管理,HR,不限,HRVP,0人,,,"
100%
							",1
人力资源总经理,"
                    	70-100万
                    ",上海,统招本科,10年以上,语言不限,35-42岁,,"
               1. 汇报给hrvp，下属28人2. 核心工作：股权激励、期权、培训、绩效3. 年龄不要超过42岁4.优先看消费品行业背景5. 下属架构：培训 bp 招聘 绩效6. 有上市公司工作背景
",,人力资源部,不限,HRVP,0人,,,"
100%
							",1
研发中心分析部 细胞/分子生物学方法研究,"6-12万
                                        

"," 
天津
",硕士及以上,3年以上,普通话,年龄不限,"五险一金,绩效奖金,带薪年假,免费班车,节日礼物,",岗位职责：1、进行细胞、分子生物学分析检定方法开发、验证，撰写技术报告和专利等（如CHO细胞、VERO细胞、HEK293细胞；PCR/QPCP等）2、进行细胞、分子生物学分析检定方法对研发样品进行检定和质量研究3、熟悉细胞库建立、检定4、可以独立查阅文献并进行方法学研究5、上级交办的其他工作,"要求：1、硕士及以上学历2、生物学、免疫细胞学、分子生物学、食品等相关专业3、熟悉中国药典、欧洲药典等制药相关法规4、有科研项目管理经验者优先5、可接受一定程度的实验加班
",研发中心,不限,无,0人,制药/生物工程,100-499人,,
研发中心 分析部 高级技术员（细胞分子）,"5-7万
                                        

"," 
天津
",硕士及以上,经验不限,语言不限,年龄不限,"绩效奖金,带薪年假,管理规范,五险一金,岗位晋升,免费班车,定期体检,发展空间大,节日礼物,扁平管理,",岗位职责：1、进行细胞、分子生物学分析检定方法开发、验证，撰写技术报告和专利等（如CHO细胞、VERO细胞、HEK293细胞；PCR/QPCP等）2、进行细胞、分子生物学分析检定方法对研发样品进行检定和质量研究3、熟悉细胞库建立、检定4、可以独立查阅文献并进行方法学研究5、上级交办的其他工作 ,"要求：1、硕士及以上学历2、生物学、免疫细胞学、分子生物学、食品等相关专业3、熟悉中国药典、欧洲药典等制药相关法规4、有科研项目管理经验者优先5、可接受一定程度的实验加班
                            ",研发中心,不限,无,0人,制药/生物工程,100-499人,30%,
人才发展经理BP,"
                    	28-49万
                    ",上海,统招本科,2年以上,语言不限,28-35岁,,"
               此岗位会涉及人才关键能力分析、胜任力模型等1、根据公司战略发展目标，完成人才培养目标（数量、质量、比例目标）；2、根据培养和人才发展目标，建设培训系统（全新搭建，从0到1），并定期评估培训产出和系统的效度；3、根据各BU业务快速增长，帮助沉淀并迭代业绩变革的打法，及如何培养牛人；4、统一价值观，组织企业文化活动，和价值观人才盘点；5、兼人力资源的其他事项。团队架构1.属于人力资源部（7人），1位HRVP，3名经理（绩效经理、薪酬福利经理-要多新增一位、组织人才发展经理-新增要招聘的）2.直接汇报给HRVP（百度工作经历）3.2名专员协助组织人才发展经理薪资情况职位年薪20K - 35K x14个月薪酬福利base：20-35K/月*14薪，每年1-2次调薪机会 餐补、交通补贴、团建、旅游、节假日礼物、生日礼物、体检、健身房
            ",,用人部门,不限,保密,0人,,,"
<15%
							",1
招聘总监10名（新能源行业优先）,"
                    	50-70万
                    ",北京,统招本科,10年以上,语言不限,32-37岁,,"
               岗位职责：1、负责公司高端人才招聘，执行干部选拔外部渠道吸引及挖潜； 2、组织和协助公司组织架构设计和岗位设置，组织梳理和完善公司的岗位描述说明书； 3、分析、选择、维护和完善招聘渠道，收集、调研、选择招聘供应商，建立合格招聘供应商资料库，并进行动态管理； 4、改进公司人才选拔体系，完善公司人才储备库，收集、分析行业人才状况，了解业内人员动态； 5、负责重点岗位和中高级人才的甄选、面试以及OFFER沟通发放等； 6、负责定期的招聘报告总结及分析以及招聘策略的制定等； 7、协助上级领导完成其他工作。","资格: 1.重点院校本科（统招一本）以上学历，人力资源管理、心理学、管理等相关专业，年龄在37岁以下 2.10年以上大中型企业的人力资源管理相关工作经验，其中至少有8年招聘工作经验，具有高端人才招聘经验者优先考虑； 3.熟悉各种招聘渠道、测评工具和面试技巧，判断力强，洞察力敏锐，能独立完成高级职位的面试工作； 4 具备行业mapping资源及能力，熟悉新能源（光伏）/金融/工业装备等行业或职能模块高管资源者优先。 5.具有优秀的学习能力、强烈的自我激励和开创精神、出色的沟通协调能力。团队架构集团招聘中心有300人，没四个人一个team（1名总监+3名招聘经理或主管）。现在有60名招聘总监，今年规划扩增到100名招聘总监，仍需求40人。直接汇报上级：HRVP(10名）薪资情况职位年薪40 - 70 万薪酬福利薪资结构：基础薪资+年终奖（年基础薪资的20%）基本信息工作经验必须10年以上工作经验教育经历要求本科学历年龄要求必须32-37岁之间其他项学历最低底线统招一本
            ",用人部门,不限,保密,0人,,,"
100%
							",1
人力资源副总监,"18-24万
                                        

"," 
杭州-滨江区
",学历不限,10年以上,普通话,年龄不限,"五险一金,节日礼物,弹性工作,午餐补助,",位描述：岗位职责：1、 协助集团HRVP推动部门日常工作及部门团队建设工作；2、 根据公司发展战略和业务单元的需求，负责集团信息化产业年度人力资源规划的制订、报审工作；3、 根据集团年度人力资源招聘计划，推进月度人力资源招聘的具体实施；4、 负责信息化产业中高层岗位的具体招聘工作，包括招聘渠道开发与管理、初试、复试、终试、协调录用、入职安排等；5、 协助人力资源总监建立和完善公司人事管理的各项规章制度和流程、并监督执行；6、 负责信息化产业员工的绩效管理和人才盘点工作；7、 负责对在职员工进行工作跟踪及员工关系维护，保持合理的人员流动率；8、 完成领导交办的其它工作。,"要求：1、30-40岁，本科及以上学历，3年以上招聘经验，2年以上人事经理及以上岗位经验；2、 具有信息化IT公司或者互联网企业工作背景；3、 具有中高层岗位的猎取经验或IT互联网圈内人脉资源，具备快速组建团队的能力；4、 能吃苦耐劳，工作主动性、自我提升能力及自我约束能力强；5、 良好的职业道德和素养，富有激情，能适应高强度的挑战和压力。
                            ",集团人力资源部,不限,信息化HRD,0人,,500-999人,97%,
系统检测到您账号的操作行为过于频繁，请确认是本人操作，同时不要将账号信息透漏给其他人或其它软件，尽量不要和其他人共用账号，如有以上行为请立即修改密码。,,,,,,,,,,,,,,,,,
HRD,"
                    	70-100万
                    ",北京,本科及以上,10年以上,语言不限,35-48岁,,"
               汇报对象：HRVP     下属人数：20人     工作地点：北京房山职位描述","要求：   1.统招本科以上学历，人力资源管理、心理学、企业管理等相关专业优先；   2.5年以上大型企业集团人力资源全面管理工作经验；   3.熟悉国家相关劳动法律、熟悉人力资源管理工作流程和运作方式；   4.具有很强的计划性和实施执行的能力；   5.具有很强的人际沟通、协调、组织能力以及高度的团队精神，责任心强；   6.熟练操作计算机，熟练使用各种办公软件和办公设备；岗位职责：   1.根据企业发展规划，制定人才发展中心的中长期战略规划，人才战略的部署。 预算人力资源运作费用并组织实施；全面统筹、组织企业人力资源战略规划，并监督执行。   2.负责组织制定公司各项规章制度、岗位工作流程及工作标准的优化，并对企业公共资源进行合理有效的整合；   3.指导协助企业的招聘、培训、绩效考核、薪酬福利设计等各大人力资源管理工 作；   4.招聘优秀管理团队，实施人才发展储备计划，为员工进行职业生涯规划设计；   5.组织和推动公司总体文化建设和团队建设。
",人事部,不限,HRVP,0人,,,"
<15%
							",1
集团人力总监,"
                    	20-40万
                    ",北京,学历不限,2年以上,语言不限,25-50岁,,"
               1金融行业2集团性质公司，集团管控经验3负责全模块工作，能够有效的将人力资源模块系统化，标准化，4能够将HRVP的战略执行落地，
            ",,人力部,不限,HRVP,30人,,,"
100%
							",1
CMC supervisor/manager/Director,"
                    	20-50万
                    ",北京,统招本科,3年以上,语言不限,20-55岁,,"
               一、负责公司蛋白纯化的研发工作并制定项目计划二、管理公司蛋白纯化的研发平台，包括人员管理、实验用品与实验记录的管理及技术平台的SOP的制订","资格：一、专业：生物工程、化学工程、生物化学工程、发酵工程、生物化学、生物制药、生物技术二、硕士以上学历， 3年以上相关工作经验，或相关专业博士以上学历；三、英语：6级，能够熟练阅读英文专业文献四、具有大规模重组蛋白质纯化工作经验，能够独立、熟练利用亲和层析、离子交换层析和凝胶过滤层析等纯化技术并进行工艺优化和放大；五、熟悉通过哺乳动物细胞表达体系（尤其是CHO细胞株）进行蛋白质表达的技术；六、具有较强领导能力，指导组内成员完成项目工作，能领导一个项目组独立开展研发工作
            ",研发部,不限,上级,0人,,,"
100%
							",1
HRBP高级经理,"
                    	40-60万
                    ",北京,统招本科,8年以上,语言不限,27-36岁,,"
               工作职责：工作职责：1. 与业务部门深入合作，协助部门完成业务发展过程中的人力资源活动，包括人员招聘与配置；员工融入及个人和组织能力的提升发展；为发展中的部门提供组织保障，比如人才盘点和继任者机制、人力资源规划等；2. 通过和管理者、员工的有效互动，保证组织中信息的通畅，营造良好的组织氛围和文化；3. 深刻理解业务和组织，及时把握组织动态，识别潜在风险，提供解决方案。","资格：1.本科及以上学历，管理类或理工科专业优先；互联网金融背景优先；2.具有良好的逻辑分析能力、沟通协调能力和创新思维； 3.热爱人力资源工作，乐于服务和帮助他人，主动性、责任感和团队合作意识强，有一定的抗压能力； 4.6年以上HRBP经验，8年以上HR相关工作经验；所属部门：人力资源部
",人力部,管理类或理工科专业优先,CHO,0人,,,"
100%
							",1
营销专家,"
                    	50-80万
                    ",深圳,本科及以上,5年以上,英语,30-40岁,,"
               工作职责：负责海外代理平台的开发","要求：5年以上海外销售经历下属人数：10人以上汇报对象：事业部总经理岗位类型：专业岗
            ",服装事业部,不限,事业部总经理,10人,,,"
100%
							",1
工程细胞部副经理,"面议
                                        

"," 
北京-大兴区
",硕士及以上,2年以上,普通话,年龄不限,"定期体检,年度旅游,带薪年假,领导好,团队聚餐,",岗位职责：1．建立稳定细胞株构建系统(GS和DHFR)，包括细胞株筛选和稳定性细胞株评价体系等；2．根据项目需要，相关重组蛋白或抗体的表达与纯化；3．参与CHO细胞规模化培养工艺开发；4．领导交给的其他相关工作；5．本部门的工作管理；6．向上级定期汇报工作进展。,"要求：1．生物学专业，硕士或者博士学历，有多年相关工作经验者优先；2．具有细胞学实验基础及经验；有两年以上CHO悬浮细胞培养经验；3．具有一定的蛋白质工作基础，熟悉ELISA和蛋白质纯化；4．具备较强的沟通、学习、创新、适应能力；5．踏实认真进行工作，及时对于工作进行沟通，具有良好的团队协作能力。此岗位属于股东公司北京东方百泰生物科技有限公司
",研发部,  生物学,无,0人,制药/生物工程,100-499人,81%,
抗体药物临床前研发科学家,"12-36万
                                        

"," 
北京
",硕士及以上,经验不限,语言不限,年龄不限,"带薪年假,扁平管理,领导好,五险一金,团队聚餐,发展空间大,定期体检,交通补助,",职责描述：负责抗体药物临床前药学研发相关工作,"要求：1.	生物学相关专业博士或硕士学历2.	擅长CHO稳定细胞系筛选、构建；3.	熟悉抗体表达和纯化等生产工艺4.	具有临床前抗体研发工业界工作经验，可优先考虑5.	具有良好沟通协调能力和团队协作精神
",临床前研发部,不限,项目经理/总监,0人,制药/生物工程,1-49人,100%,
